train_indices,valid_indices,test_indices
53,101,12
157,237,236
323,258,170
95,205,129
194,366,50
363,54,204
81,398,60
166,307,2
186,169,389
331,217,257
375,39,243
354,68,305
121,282,349
299,43,66
76,336,163
383,253,330
79,181,67
203,145,179
73,365,112
222,184,41
31,358,17
197,71,10
388,361,395
209,26,277
334,287,34
15,269,191
47,372,216
224,391,24
246,141,33
133,132,286
263,249,63
88,320,318
142,126,235
234,290,134
255,338,355
382,154,226
118,146,32
321,161,208
281,139,262
110,83,200
311,198,343
359,350,360
201,114,291
172,151,29
38,315,117
45,240,137
364,344,28
293,377,98
297,341,105
189,232,256
310,75,396
40,379,380
55,11,259
214,270,27
135,108,91
85,314,376
296,192,313
148,278,292
158,373,348
324,104,-1
328,-1,-1
212,-1,-1
65,-1,-1
120,-1,-1
285,-1,-1
329,-1,-1
103,-1,-1
367,-1,-1
156,-1,-1
327,-1,-1
342,-1,-1
233,-1,-1
82,-1,-1
173,-1,-1
13,-1,-1
271,-1,-1
58,-1,-1
370,-1,-1
394,-1,-1
0,-1,-1
167,-1,-1
64,-1,-1
187,-1,-1
195,-1,-1
59,-1,-1
283,-1,-1
276,-1,-1
332,-1,-1
56,-1,-1
152,-1,-1
279,-1,-1
397,-1,-1
251,-1,-1
128,-1,-1
211,-1,-1
93,-1,-1
23,-1,-1
353,-1,-1
223,-1,-1
374,-1,-1
210,-1,-1
122,-1,-1
162,-1,-1
392,-1,-1
207,-1,-1
225,-1,-1
199,-1,-1
155,-1,-1
178,-1,-1
238,-1,-1
250,-1,-1
280,-1,-1
368,-1,-1
100,-1,-1
89,-1,-1
94,-1,-1
384,-1,-1
381,-1,-1
247,-1,-1
30,-1,-1
69,-1,-1
61,-1,-1
36,-1,-1
127,-1,-1
248,-1,-1
159,-1,-1
333,-1,-1
147,-1,-1
80,-1,-1
116,-1,-1
20,-1,-1
140,-1,-1
378,-1,-1
7,-1,-1
245,-1,-1
125,-1,-1
25,-1,-1
96,-1,-1
5,-1,-1
294,-1,-1
229,-1,-1
393,-1,-1
102,-1,-1
362,-1,-1
322,-1,-1
218,-1,-1
44,-1,-1
130,-1,-1
111,-1,-1
175,-1,-1
177,-1,-1
385,-1,-1
106,-1,-1
49,-1,-1
319,-1,-1
21,-1,-1
9,-1,-1
284,-1,-1
18,-1,-1
288,-1,-1
335,-1,-1
386,-1,-1
124,-1,-1
84,-1,-1
219,-1,-1
14,-1,-1
387,-1,-1
345,-1,-1
230,-1,-1
35,-1,-1
37,-1,-1
265,-1,-1
325,-1,-1
206,-1,-1
337,-1,-1
390,-1,-1
62,-1,-1
143,-1,-1
87,-1,-1
304,-1,-1
326,-1,-1
228,-1,-1
302,-1,-1
239,-1,-1
131,-1,-1
213,-1,-1
144,-1,-1
300,-1,-1
272,-1,-1
19,-1,-1
77,-1,-1
4,-1,-1
136,-1,-1
274,-1,-1
8,-1,-1
188,-1,-1
340,-1,-1
74,-1,-1
185,-1,-1
176,-1,-1
306,-1,-1
52,-1,-1
138,-1,-1
242,-1,-1
171,-1,-1
109,-1,-1
48,-1,-1
16,-1,-1
119,-1,-1
3,-1,-1
261,-1,-1
107,-1,-1
149,-1,-1
347,-1,-1
356,-1,-1
123,-1,-1
70,-1,-1
92,-1,-1
298,-1,-1
316,-1,-1
1,-1,-1
113,-1,-1
308,-1,-1
273,-1,-1
231,-1,-1
183,-1,-1
267,-1,-1
115,-1,-1
303,-1,-1
193,-1,-1
312,-1,-1
196,-1,-1
252,-1,-1
99,-1,-1
90,-1,-1
301,-1,-1
174,-1,-1
165,-1,-1
295,-1,-1
339,-1,-1
268,-1,-1
220,-1,-1
275,-1,-1
164,-1,-1
357,-1,-1
153,-1,-1
160,-1,-1
78,-1,-1
190,-1,-1
182,-1,-1
22,-1,-1
86,-1,-1
369,-1,-1
227,-1,-1
346,-1,-1
352,-1,-1
72,-1,-1
289,-1,-1
97,-1,-1
57,-1,-1
266,-1,-1
168,-1,-1
241,-1,-1
254,-1,-1
42,-1,-1
317,-1,-1
51,-1,-1
215,-1,-1
221,-1,-1
309,-1,-1
244,-1,-1
202,-1,-1
46,-1,-1
180,-1,-1
371,-1,-1
6,-1,-1
264,-1,-1
260,-1,-1
351,-1,-1
150,-1,-1
