train_indices,valid_indices,test_indices
15814,22330,9726
4053,19388,12407
4183,22478,15531
23166,20243,25895
2893,22297,18820
5365,21286,16782
20401,27092,1880
6403,25432,1953
22405,7068,11596
22667,5869,9868
18699,11584,14600
1861,222,9623
15127,10287,11998
7981,7827,10806
13078,13765,1740
11401,9051,17199
27529,27997,13874
10393,27884,15161
25719,23688,13079
8375,1354,28298
3942,24167,6779
39,23721,8685
28455,17752,14230
22054,19077,6734
23480,6748,20426
23941,3717,12511
18914,26591,17692
10119,6415,17481
12840,28155,14133
15488,27216,16704
23798,3494,24715
5807,12505,7191
9016,10466,27192
26759,9669,24527
24213,5310,9224
19167,22878,25298
8425,26394,9871
28290,7090,16969
15020,9754,17732
13626,21839,3714
11777,3103,24760
23492,11920,4652
16525,24942,5354
18859,5831,14899
18654,14604,1814
24263,11171,10163
6088,27553,4630
19495,14932,6856
8911,11165,17496
28502,14539,27065
5095,19838,18196
17514,9023,23978
11803,17313,12794
13710,26913,1244
21945,87,23592
18007,5357,5600
2538,28412,3350
27955,19780,24994
6379,24238,22270
27523,6445,23155
17467,23142,26966
4741,4180,12466
7266,16760,11618
17982,26132,17573
5073,9968,6346
27142,2146,18017
10925,10102,14617
1195,9978,26531
16443,3131,24953
10295,4009,18195
22174,4626,13858
5369,5995,11933
1518,24885,1694
17612,17857,11676
23997,9572,808
3006,26159,1071
21850,27986,18758
25696,3843,517
11533,8294,1339
28205,3363,13742
22437,27516,4293
22820,27893,22935
25086,18551,19248
8053,15315,11409
5857,26964,14566
26312,6271,10913
9391,15721,8067
16618,780,10641
10847,21844,3872
14526,2848,9339
27306,26026,3524
5215,17354,20473
6799,1638,8624
24778,5722,19844
10275,25758,11006
4086,11372,22469
13801,17238,13144
22541,8743,1102
23732,19414,5880
13296,26809,11973
4224,2294,16882
7499,19993,4357
21644,17671,2280
22448,23444,25125
25187,28514,6776
15678,28481,4084
25267,20471,24333
12133,2495,1347
19857,9702,12542
4242,26818,18908
24898,9121,10041
28423,23932,22785
22808,11276,15798
19327,15530,27656
16145,9063,4330
11509,11788,19088
24160,27690,3934
22861,15881,9140
20275,19508,12458
16555,21324,4410
12996,10136,21845
6716,18408,17118
17729,11147,3989
27283,4294,11081
11157,19757,2011
5771,3583,17119
19511,27441,1619
9582,6951,27771
14280,1898,26403
14527,24391,23909
28334,15473,3045
11955,22895,1749
686,1273,6772
19526,17947,7356
15320,22968,16244
20711,24155,27550
17275,21218,6447
7037,9800,22017
