train_indices,valid_indices,test_indices
27271,23507,2345
11966,20170,27549
21288,4041,13145
1881,23934,9769
15529,18602,27828
9755,23302,18209
14557,11930,3726
9943,25583,9287
16192,19389,10755
5150,11960,11173
28305,17285,1284
23300,8351,17162
18311,23710,4444
4984,11032,23786
7862,24618,11008
22872,18441,22127
25306,20230,21486
12646,24337,27101
15583,2983,17294
1865,7521,12568
11894,26272,2402
28009,1640,5000
12146,19565,16134
24408,16605,24498
25103,7436,25940
15445,28382,537
23927,9913,25130
1066,2930,21508
13552,17401,915
6535,10648,25615
17607,20512,3279
17668,27737,27422
16978,4362,5519
25445,7102,4530
3942,18271,8507
5346,15837,20292
15804,12307,7772
9461,14708,11243
24386,16215,16918
26889,13532,20910
12473,20580,19375
22700,4322,15006
27971,8981,26704
19363,26025,1559
9477,5481,11355
17864,27770,21736
2736,18071,3262
4817,21813,6972
18567,5528,18147
9107,19334,19131
17282,4903,6207
8181,24547,486
22487,17919,26793
3186,6545,19630
24500,14019,27859
8030,3642,9520
15481,26879,20452
165,16794,666
1910,4013,1577
20643,20054,11535
17288,5190,17733
5804,26434,12365
6880,19411,26393
9225,18436,16751
21622,20772,24168
8846,28425,24629
2410,9817,11403
14777,23820,25626
23754,7936,6747
22321,18325,22504
25216,2957,4917
13925,18375,13191
10100,15896,16097
26239,5726,15637
19319,20829,13200
8546,26715,23404
14971,22365,21669
12068,6410,15519
22189,24083,23819
13184,21791,17096
11353,13264,4186
23338,625,12597
16607,15641,21488
18422,3027,4568
15936,12342,19106
6466,9161,7967
10928,11819,1443
13786,25308,24933
24282,955,3614
21403,11333,2099
11967,5037,1293
12015,9799,26936
23613,3428,22081
11373,17355,21407
15756,14383,23305
2585,1894,11199
8545,5423,12949
20861,11232,16593
4494,19090,20750
8944,14726,1299
18073,3350,9432
19373,8793,16633
1005,24001,5577
2784,2204,12264
12303,207,10006
841,15866,25697
18119,26184,3111
11205,5798,14483
12523,22059,14372
10049,23024,10005
17546,12822,777
20909,19329,26017
25961,19762,9958
25971,14892,18465
9643,3344,5943
13026,12649,26619
20870,26016,22083
19066,16899,23181
18994,17445,10273
18696,11931,5417
14169,15821,13006
14091,10679,12052
5970,19478,18251
20113,5389,3196
22982,12869,15104
21277,17623,14235
11818,20343,17277
26366,23793,8931
27130,3334,26887
9019,19283,3482
7266,15387,8655
9695,16282,11972
10441,13279,8
21774,12449,21503
5387,3200,1032
19897,14067,8232
19882,21588,28537
22088,884,28104
21368,2148,20680
18034,25938,8119
20377,24070,26660
6082,24980,28348
1478,15139,2767
8392,15021,531
27063,23972,26988
21551,3509,25937
10252,25052,372
16256,11477,14803
9592,21099,1202
27280,3314,11250
3664,14653,18396
15115,20540,20016
24392,5524,17064
1811,12874,10204
21722,10626,15503
19901,20237,16197
13437,7184,13776
584,3615,24571
17201,8267,24517
22509,21870,21983
18217,20547,10293
