train_indices,valid_indices,test_indices
3174,1473,1958
2185,2307,3462
770,733,2128
454,2966,1741
2918,2506,1192
2873,366,3474
2533,3005,2203
2948,3057,2294
3674,2115,2809
1943,1502,926
691,920,3018
2070,2290,3214
2261,1180,337
1607,480,1643
892,2620,1617
132,2477,2141
2315,3030,842
286,2189,275
3273,37,3734
2713,1974,3238
796,857,363
1262,3742,1657
2321,730,3343
1230,2880,2528
3097,3334,51
3803,2498,1713
245,2734,1459
2839,724,156
1162,2664,3601
1086,2239,950
869,2508,1025
185,2124,2513
2270,106,2988
3371,1141,1812
879,256,3398
2516,1650,3210
3553,3436,3001
3582,3567,1105
649,2660,1956
8,790,3761
2824,1066,1418
3160,210,2750
2886,1430,3244
84,117,2938
1184,2804,2206
2463,2048,3623
1591,3161,2072
2362,3524,2681
2039,1149,1472
321,3157,3656
174,3345,496
1350,3690,3251
3834,507,1913
2433,1634,1382
3754,2174,1282
1391,2407,859
2293,3728,542
1537,2744,3581
3262,1142,1513
3647,86,218
3204,499,1352
18,608,3207
1026,3466,2001
3664,25,3838
303,2052,3471
2191,2904,2366
1456,2642,153
3422,1571,425
206,3432,2192
840,536,342
1200,2466,1641
2108,1951,309
1442,1856,1206
731,45,2835
1342,797,3208
3036,2624,2991
3166,1860,2368
1595,3050,417
549,332,2539
1999,1146,2209
3310,3387,1966
3211,1064,1199
2674,3286,1683
381,3083,1901
3381,725,408
1420,1384,2019
195,3666,2766
1626,3487,506
3141,798,1128
2739,3519,853
1120,70,1294
1567,903,826
3840,3356,3073
3188,1480,2204
3205,3748,525
689,34,3306
173,3320,2176
375,2461,3332
2334,20,2212
3483,3610,1810
2240,1271,2353
3580,3583,1213
1726,2602,2016
3712,3121,273
3685,3253,1043
3021,1094,2668
710,165,3608
1460,3807,111
3526,2137,2119
2811,3641,3720
595,336,2197
2946,3065,2020
594,1119,3460
1330,1705,2313
800,1299,1440
3377,10,3231
1702,1605,2704
1264,1014,3910
3463,15,3836
2652,290,60
2033,761,3736
1037,3593,860
99,3697,2887
3624,1304,2129
250,2304,2487
1249,3842,1776
1305,3115,1465
996,828,205
1351,57,3653
2042,2354,1495
3503,1124,1996
3037,889,2101
2356,2378,424
1749,606,1829
2160,17,3858
2745,1987,1813
3792,2972,3081
2383,3280,1435
2760,2515,479
1528,3010,1743
108,2418,1960
2877,1979,1775
980,272,2032
2096,1006,2678
1489,1862,3196
862,2861,966
3152,1065,1596
2248,3632,2443
3498,1968,1289
3190,2047,3393
643,234,3024
63,1581,2071
2492,2586,1598
2800,2328,1165
756,90,1438
2530,1313,345
421,2719,3137
2235,3355,3527
3745,2983,640
1903,2616,328
3007,2612,1734
2339,1363,3821
1047,26,1585
1685,353,1067
1446,718,3898
2465,1706,2414
2621,333,3715
2851,2163,1421
3464,2677,3468
1125,2980,1238
1083,1899,3637
744,1454,1345
3841,3877,481
1462,2527,2878
3151,2556,1998
1850,3155,735
670,3062,1841
56,122,2319
3032,2139,2890
1464,3124,1318
2957,2403,2604
2630,1575,1793
2254,3773,1771
3867,769,1122
1477,1572,3187
3426,837,1517
821,3549,959
2253,3563,3738
1891,1977,3925
560,942,674
610,1379,2732
1866,577,402
2779,2555,340
2473,3388,471
406,215,2140
2470,3341,1512
3752,936,2180
7,1518,3206
1995,1079,2489
3246,248,1822
654,411,1486
656,503,1052
1501,947,2807
1980,2067,367
1110,2026,3502
3458,3499,2661
843,2161,3813
382,2146,2446
2416,1700,2770
344,3404,2178
995,3662,244
2404,1548,2148
967,3794,1975
327,2963,1356
3046,2068,3869
2025,1740,1582
208,285,2236
3688,362,1872
2155,891,3279
3860,376,2848
1017,2852,2993
3249,2585,863
2342,1056,1763
624,716,3845
3308,3531,1787
1353,3861,2933
2797,553,1722
1018,1411,307
83,1983,3790
3533,1962,2692
916,823,2363
2107,3370,3732
597,219,385
886,1736,1039
655,1871,1215
3897,274,317
3385,1040,2337
3454,489,1228
1755,582,2364
3288,3226,2116
2783,3539,3294
2742,3012,2934
531,1506,3366
1888,2392,2439
2663,1201,2723
129,1371,3014
1801,1509,2805
646,1519,3603
3870,623,3311
193,3373,1784
985,325,1331
3597,1761,447
81,913,3212
2259,3162,2241
555,3800,3059
692,3224,1243
1346,2050,1398
2522,3449,3129
3329,255,160
1132,2607,3756
1158,50,228
3895,389,3762
1688,2507,3559
3852,1204,3202
3461,524,1171
1691,3148,379
3771,2277,764
514,3600,2158
2964,2644,2648
369,2666,3041
3194,3397,211
456,3350,348
2564,1679,3403
2464,2426,1717
2505,1666,1623
2657,850,2358
1270,1103,3378
3362,143,437
2717,767,1013
593,1599,739
1900,164,1842
3920,2299,3783
3862,3368,3223
778,186,2111
259,2149,1334
1227,703,3167
1422,622,3902
2752,2379,3885
2102,997,487
1370,188,2265
2056,3322,378
1724,2199,2984
252,169,1660
2954,2566,701
878,3884,2968
2365,338,2130
998,1369,3711
3564,706,2705
1222,695,2814
1044,3827,3497
1911,3072,1362
844,31,2046
2767,2728,2762
1792,1156,629
1355,2134,351
2471,5,3203
566,3299,2823
238,2422,1291
2892,1256,2900
2283,3033,2937
719,1817,3291
1076,1559,452
3163,167,3721
681,3543,2725
1785,781,924
2390,1386,3682
2044,2256,2735
263,3660,1375
2462,2142,119
1618,2738,568
110,2818,1392
717,3392,293
526,2406,3268
1297,1831,3472
2036,315,1482
1910,3515,3822
2434,2638,2847
953,138,1099
808,877,1205
1393,3070,1388
2691,3737,1224
3652,2686,556
3908,418,2084
3103,2721,3914
430,3496,1377
2701,322,1234
