train_indices,valid_indices,test_indices
41240,23320,163
35541,22356,25711
32485,31615,16859
23163,23250,37929
8581,14885,18015
20277,1812,27893
29237,42709,38982
5452,10108,18616
6977,28138,27632
8422,21294,34828
478,37795,18728
30469,39947,40673
19478,31179,15257
36470,11308,35066
30272,23662,21130
24736,434,36181
4090,3545,35967
18997,37110,20721
11395,28475,14752
34959,9386,16491
5877,31776,1568
27188,21959,33769
31639,22180,9252
6851,38099,37558
17028,40084,27224
22220,34935,31701
12736,18464,3042
20331,40,5906
37524,6078,1681
10806,25820,22539
9334,19133,16147
42932,33355,13348
33774,14112,11743
11757,14135,2069
34958,29303,31470
40050,37509,7343
2870,37645,15313
5531,38860,33906
3384,1869,35824
26663,16740,39971
39248,3674,11931
4059,851,32630
27790,13288,7770
27001,37313,12999
16456,22776,34735
23934,15655,2838
4190,32020,21054
42529,30670,38461
352,24000,33784
21386,34676,19407
2473,23672,14235
18329,14383,11122
1936,3076,28732
42650,1907,3143
16732,6538,12923
25729,9335,35583
20630,18618,37649
41699,17390,2137
11409,12838,38924
5593,4,12532
23309,20419,3588
32712,15816,5519
34309,13045,30567
32763,1083,23942
30864,38287,40838
22382,19511,36677
33422,8575,8455
21252,4270,5238
38189,38968,27858
15585,14342,24748
6253,32827,36992
30819,26949,11893
20372,22880,14393
41586,10488,39
35844,27659,28283
12261,13886,41716
5087,27748,12667
24968,29310,17168
8965,4577,18917
18648,5993,27847
2705,8925,9809
33474,35593,14593
7191,15435,12911
8068,8789,6485
38120,21899,10171
5924,17460,23611
39404,34204,446
18911,35823,6650
2184,42576,41384
26292,13666,23377
24136,11718,11153
13298,6247,22193
8329,14526,13523
35709,1543,23072
4068,20926,6621
29243,20799,7362
25785,28663,37612
36104,29190,12324
14542,35089,36238
18010,2261,10866
19387,32914,18340
21874,16781,40770
2988,30527,13244
17285,36218,14151
8124,24326,35011
38761,9687,39303
9832,13679,37642
29359,7358,6735
39220,18130,5135
30985,39816,31191
9116,34493,33577
35023,25610,41151
29661,12853,15784
10723,11020,40692
17244,31014,40055
16424,27396,4454
25044,7998,2372
28494,24914,40289
15046,39214,34836
2426,23536,37801
30788,2578,29397
38676,11769,32039
20263,19813,28621
20455,35265,34889
19730,30531,22139
21529,26813,42136
34514,23317,27393
39576,40165,38462
24735,37813,16481
31507,42365,23518
2107,37408,22941
42076,25529,4721
11982,15038,39892
6130,39869,29805
39803,5206,37124
14175,17154,21694
23618,27771,40520
14317,33687,23209
10023,29690,31333
8343,33115,34894
26489,24816,38908
36754,39991,1137
30735,20808,18154
24349,32182,34199
9622,25809,721
9371,19369,35363
31798,13509,26225
28708,9877,23349
4668,31354,22331
11179,25679,12891
29343,7186,41013
35695,33948,4497
32516,32819,39322
3999,3820,31760
36540,9685,25230
286,23595,21984
21327,22570,521
6173,14299,9455
4953,4339,13347
29254,7057,14259
12986,29981,16170
4511,4366,32385
24695,16812,5836
5534,36721,37169
3106,9610,4464
9642,30319,23859
16003,40674,23823
26360,10696,615
2467,21024,24659
33264,31261,24602
