train_indices,valid_indices,test_indices
1674,2199,2778
1566,2264,2622
1444,2822,1495
2423,963,1442
2991,3110,1865
2372,422,107
404,1900,98
2245,1124,1375
141,1206,282
647,126,2570
2183,1000,2007
1747,2955,2981
1794,2061,1610
2754,2746,2641
38,602,1741
994,2235,634
1155,1072,1016
2949,895,983
1628,2584,294
923,159,2037
2658,2265,1404
606,1833,2207
479,2409,2731
2583,432,2159
70,2429,1487
2406,1139,408
96,2723,686
1473,2203,76
1658,1942,504
1310,2749,2322
1691,1242,2115
1384,842,605
2519,1636,2909
2359,1755,570
1789,1189,2222
1528,1563,534
427,2755,1142
687,3034,1943
2738,2970,1629
1126,2660,2873
595,799,1953
1263,1738,2795
1499,152,1284
1924,1418,880
326,719,2512
2355,1997,2351
1555,2948,18
2388,1937,2542
697,2515,1369
1,35,2823
1373,3026,1070
2329,766,2002
1084,1518,2504
1113,2721,1702
190,121,2029
269,2151,3106
793,1056,2651
1223,1023,2877
2294,1024,2482
211,3041,2896
2904,2382,2240
1020,1617,2695
2255,1001,2428
1170,13,509
438,1697,2829
1511,1701,2200
3051,178,2985
2566,2875,2717
1089,2848,229
1337,2107,230
2100,1851,1161
1766,2845,2656
2983,2846,981
1287,2899,1507
1096,1452,1581
2513,1848,2585
845,2683,3049
969,2437,1428
1348,828,2120
2102,2759,1727
1483,1393,2427
153,149,748
3012,2662,2044
1522,2548,325
1982,3017,1346
1106,720,1304
1811,553,237
744,3130,2047
1765,2928,1761
402,1531,263
1556,2000,865
2922,316,1300
851,434,2771
645,883,1822
2083,1782,2804
1031,894,2926
2712,1162,1723
2718,270,295
2533,1508,358
1231,373,2384
1670,1214,1061
1352,2349,3098
1959,1320,1592
1353,2870,339
1141,2480,1819
2611,2903,2144
221,1767,1907
2514,1750,1840
734,245,352
114,196,2394
1659,397,1079
2465,343,2397
1429,2062,2764
1946,1754,771
132,2288,1041
3061,2700,1145
179,1097,2797
1252,2649,4
522,304,2757
1080,1051,2073
2350,58,1136
2085,406,400
348,2259,3066
228,1435,990
2439,1780,2175
867,158,1885
2740,2396,1447
2432,1385,977
214,644,11
2081,587,443
1503,2984,2498
1140,354,313
1642,3013,1649
1609,1667,2806
2378,821,110
1064,1246,394
3008,1666,1029
832,1679,491
2707,2447,564
2091,2190,897
1587,317,495
2253,284,210
1147,2479,1894
2876,449,2818
1651,2440,1065
1927,2087,761
2168,1861,86
560,1054,492
1069,2489,2285
2698,1398,2027
690,2031,2696
1368,2398,917
375,3000,2625
26,1156,523
1038,1191,995
1742,1209,1955
3039,1805,3019
2491,2885,1377
1795,2517,233
836,1653,1647
