train_indices,valid_indices,test_indices
15343,21301,2338
37269,3855,21012
37218,40196,27152
12231,4419,28371
34455,32763,2312
6559,3080,2055
6884,11336,11099
42704,37932,27229
18739,21885,20660
31270,17557,6063
37825,22335,5323
31178,37393,8419
28334,39054,37781
19010,1814,32951
16061,32900,28695
6557,40323,4217
13117,29429,20181
26855,11199,2917
2751,27186,16755
17717,13684,10368
38171,19647,11787
39281,9421,29392
9187,37016,28575
31941,5073,5576
10866,30485,14631
38652,13060,7212
18982,6330,24282
30627,22514,19179
34898,27274,22817
20266,31429,2246
13485,5967,4490
31124,8063,3993
37384,22406,5304
41198,38341,12604
19124,39143,35923
5062,18094,39011
33498,34254,16291
23489,40941,26723
30449,22621,4249
19900,13344,32173
4319,41298,20880
37305,16210,571
41576,24930,39888
9571,39525,3032
11949,7751,36204
41652,38979,3070
25817,2222,10403
35987,33050,15968
1356,22930,18398
35856,18433,22400
10884,32206,24310
25698,40415,19692
26791,5311,17844
38125,16233,519
27068,27719,30953
29763,42081,2746
27666,8586,37172
41606,23345,14245
1626,41704,22139
35820,14794,39675
17186,16347,3034
4276,17573,6790
27680,21131,25438
13954,22554,2350
13712,23918,3296
6532,13421,11748
8219,39469,36285
6466,36701,8717
38972,10900,34688
26336,9565,32796
34301,17085,7849
20103,32474,3787
12403,27808,10808
24682,6974,37568
29016,26672,3923
23917,34401,39008
19698,459,28022
39304,30800,22653
34969,4326,24087
19414,20561,29166
40557,22875,22608
40910,31119,4965
12185,38003,2560
39513,15112,22567
42290,1316,32820
1876,16382,36911
3089,20370,33278
34343,34961,29650
27571,14212,41469
22713,8955,25907
18499,3847,27271
5596,12815,16459
27489,30374,1139
9492,39739,14547
36494,29852,25559
38419,10993,2654
28197,41723,37293
6075,36276,23774
12120,8907,6614
11835,31692,26676
42898,15730,34076
22620,27695,14481
9089,8869,34419
22119,22533,14912
9620,35425,18341
37633,17436,17814
40783,28771,23266
25899,37448,30372
16150,33342,1837
12657,34310,5844
13887,26506,3887
7621,8626,5088
26896,42384,14458
32402,38040,34460
30087,690,32093
18801,36128,40357
4256,22846,8788
37084,23076,9516
27574,14066,981
1801,19677,25034
34818,30706,22016
32819,14050,6231
35588,3320,8013
12441,3435,31021
37895,14949,7567
37083,11829,21112
26755,15840,38567
26278,13124,3127
17243,22956,34279
26925,6502,2390
32077,19360,22239
30787,40125,22019
41489,8122,19751
40020,23202,19928
7253,30897,19055
32419,33250,30039
15031,27392,42692
5816,12654,42770
10309,27394,38786
15470,35702,2848
21703,37479,23317
7229,34170,2298
10078,25574,5462
27117,16139,35338
12902,42893,336
6480,42428,23540
27858,22673,41714
18253,24594,28600
1750,10783,37433
18320,34556,9323
10766,10918,8456
12188,38525,29047
4601,38208,40140
36568,13077,17632
40674,9135,38167
40045,11000,39874
23543,28174,15648
25506,10141,13926
33494,32927,33110
32995,26449,24245
38246,33816,7219
20285,41603,4094
16704,4368,1460
25104,6391,9478
13301,40289,37184
38111,15637,25253
3226,9716,32376
11004,37783,31235
1441,2445,7465
26549,18379,39553
25058,21483,2854
36016,30195,14649
16312,42611,9006
18231,28768,41626
2862,5181,7647
7806,6251,3816
10405,32189,11975
40491,24267,11847
27121,41082,18264
29969,21550,24679
41056,19699,9600
22939,37141,24972
34211,8416,29677
9794,36317,18994
42467,37853,42205
23296,25946,33930
30918,34886,40544
39859,26069,27629
19823,36356,18580
37927,24829,26930
42497,28679,41083
3617,41195,27472
1956,2437,8092
8268,28503,21034
31424,26750,34705
18500,24730,33631
38376,35303,8149
441,22872,24223
34156,22096,5583
27868,26505,22125
27938,530,19125
10067,41666,22529
15443,18757,8712
15101,13410,38366
27382,19776,23635
31128,10265,10771
13568,32195,11860
16415,9103,35381
425,22324,33136
10820,40222,5778
3440,21269,35904
14814,40501,10669
29209,31446,10793
30577,42172,35498
39078,14878,24331
694,27409,28419
17279,3153,41532
38403,28308,8763
16149,41333,18446
11970,18232,42190
13740,14112,15650
8483,13116,37538
5879,8890,21747
39887,12888,31177
26759,28701,21354
17330,5139,35130
19911,3436,15137
10747,24371,29897
5885,36820,545
21666,1879,31806
39673,1810,7819
14056,25938,42760
42257,3928,6730
11052,17459,19191
15021,16933,40718
12256,18733,11207
19772,14155,12225
1140,4719,32616
34846,30110,9097
25178,13584,24560
10949,9877,37519
15164,1181,39649
35981,24307,20776
6693,80,5655
22137,30717,32878
1009,36593,2962
42057,32489,8455
32037,25814,2969
19249,11186,36033
35123,16744,34385
24387,25688,564
4589,21389,18215
31320,39514,10453
3301,28674,7670
20640,26874,1090
40329,9012,9016
37850,9663,6184
37945,37784,10874
8524,27815,26272
32898,25989,33257
18874,20635,1779
22014,35919,11902
11113,11255,29177
32541,41289,25349
3597,32150,14029
29829,5564,3713
31464,500,25819
19878,3633,5829
7914,10955,33991
5161,103,20111
5591,11765,12451
15799,35810,38616
14408,3265,27358
3990,29712,28925
27474,38027,20286
38100,33849,14571
33980,5172,40513
32285,9439,5567
30638,11167,25441
6774,23542,14677
9745,2624,42346
32656,14080,25326
17926,14553,32411
9188,16607,24689
2566,9278,12298
42670,37311,35048
30381,27275,36095
18089,34832,18444
23458,15924,8083
15589,5869,208
1815,42488,7469
14438,27125,25427
28549,26571,29455
13765,2022,37078
9551,14971,34907
19039,5270,24608
6488,32311,21568
19598,7337,17537
27212,15313,64
9674,22054,26060
23616,37590,20178
33813,10300,19392
14890,15014,18613
18560,22274,16811
15374,4125,27700
5479,24285,10730
402,15275,19781
29725,17418,7628
13167,19865,14692
9488,42540,35033
7594,14616,36691
11043,28339,3869
30827,28036,32049
34892,26260,26634
5379,9820,31723
5237,31371,36216
37210,23716,25598
14280,41102,4788
11888,23075,15716
23534,11959,33985
39522,42199,24949
19062,16625,6121
27624,13135,40395
17401,14008,3198
33953,741,3330
41673,14160,24528
