train_indices,valid_indices,test_indices
2826,1028,732
1025,1574,4552
9,1333,4236
3537,1371,4736
3479,231,816
3771,201,1619
2110,2488,2883
2239,2946,1895
2499,3083,131
1160,1269,3988
354,702,3258
2281,3538,3092
3692,1423,1448
371,4210,1542
2027,1441,4708
2822,4756,1445
3508,586,335
735,2471,2425
4105,3361,4692
793,4829,1789
1797,3514,2582
4537,3812,3126
926,82,148
2188,70,2671
4876,981,4617
4947,2999,4845
1965,337,3329
997,3632,897
4936,2931,2672
1718,2919,3367
4075,3603,761
4152,3168,3306
2516,2663,2123
2405,3046,3724
2907,4670,2364
3472,2441,1103
3731,4957,2752
3344,1584,1933
1579,928,2151
4357,1483,3178
3084,2168,4738
3441,2141,2785
3828,1370,2951
3870,4600,3867
4500,3721,2893
2697,1817,1733
2315,2986,2588
4058,669,2808
3136,2566,4067
2603,2995,568
4462,2485,3460
4399,1660,2890
3331,3857,1908
2928,4675,3196
784,2676,1404
1715,994,1432
2412,543,1823
3665,2505,4770
250,777,2979
1027,3981,4011
783,3104,1022
2299,3519,427
4036,2830,520
2236,1686,3964
4295,426,799
779,750,71
1427,2818,4142
1783,748,3217
4165,991,4886
3018,413,3488
3287,1007,182
4757,3767,1331
3663,1318,5007
478,4668,969
3924,1002,368
1288,570,406
2075,986,3095
31,130,2701
4891,2249,3535
4195,2245,616
3986,1774,2881
2757,3236,3602
4151,1141,4047
4922,1576,2005
4784,3307,226
227,4079,1681
1566,4751,3510
494,4852,310
1689,4766,3340
356,2807,4393
3372,2325,1366
1917,4851,2754
3375,2601,1782
2182,1987,2279
746,1447,2753
2526,1184,443
2311,1306,1396
4038,689,4903
763,673,3601
1175,2824,307
3993,3449,3958
1770,441,2551
3782,3516,3243
4062,88,4292
596,421,4855
1472,2495,3293
1233,41,1430
4867,1061,923
1978,179,3106
1581,1220,1872
3984,15,4203
2542,1605,2310
2069,4119,1381
1093,4225,759
4733,3923,1705
3059,4213,91
875,4250,283
317,4797,2489
2592,3012,4320
3501,2253,2850
853,4683,484
1188,4109,4840
2394,1338,4717
3282,162,3935
1050,4716,3467
3105,3440,3643
192,266,59
2544,241,3897
4514,3212,76
2606,4477,3558
4029,380,4097
3272,1145,1017
3072,3873,2021
2356,1571,1687
4132,4950,676
1799,1469,2942
4961,1578,1573
2869,1240,4712
5004,2524,4447
2428,4454,4214
2354,2469,1853
2504,2290,1347
4190,431,2595
2111,523,3794
1839,4548,1989
2312,1986,255
2002,524,1522
3255,4748,4761
1513,2513,2375
