train_indices,valid_indices,test_indices
407,1593,24
2197,1013,142
2727,2274,1173
87,2242,2166
108,2389,2749
2159,380,701
26,352,3007
941,490,2883
241,662,1485
1692,2643,1559
2498,2609,2146
1182,1603,3010
233,366,2999
2972,2222,293
2680,1397,408
857,1370,47
609,1696,57
2306,627,1994
2419,2520,261
12,696,2080
2565,155,630
2823,2439,481
1393,51,2979
1727,513,680
1415,837,2124
2113,1019,820
1023,3107,583
223,657,607
2249,768,190
876,415,650
1837,1007,2844
920,2730,2590
1775,1281,2526
105,494,3072
1769,1829,1959
2517,1896,908
1510,2187,2219
1599,2875,2151
1229,1601,307
2987,2988,1250
2215,2130,2263
2551,1098,682
3,2203,345
775,432,202
2797,1584,742
368,414,1972
2120,2319,1364
2407,1912,1328
1713,1566,719
2528,1703,2125
1640,2913,1591
175,169,1963
1001,2021,1149
2665,3137,739
663,746,2851
342,1770,2304
218,2511,1970
1080,1921,319
1085,1322,2039
1654,2247,2850
932,422,1095
1681,2078,290
979,2986,736
2426,86,2435
1471,566,2459
1000,3063,805
2191,904,800
989,2724,1796
2132,913,709
1844,177,1957
2518,2969,2257
2384,393,2358
1072,1346,2549
1952,1192,542
1786,2879,2490
300,2321,2983
2625,512,2442
1894,882,1337
2556,683,503
3062,138,1542
880,3033,128
777,1920,153
885,79,444
2889,2072,474
3086,182,497
1934,555,2699
143,1642,1522
88,2996,1945
850,2669,462
1240,1580,1648
10,2739,1185
1644,1211,180
988,2183,1334
631,2466,375
2268,2051,381
2533,2504,484
1623,3097,1809
1517,3078,998
585,1191,324
922,3114,1578
1354,990,2867
1597,3048,1553
1928,133,2056
934,655,1702
1225,2998,1110
417,1526,1508
1570,612,1938
962,394,2633
2628,1711,2329
1197,1655,2100
2065,833,2990
2547,1221,2400
1694,2126,1333
2450,1134,2204
2580,2966,2366
2967,1830,2672
2255,1362,2655
888,970,1777
2469,1802,2538
937,2275,690
1962,2015,471
2309,2497,2059
3102,2347,647
100,861,1871
141,1012,1009
1903,32,2583
691,1689,1960
487,649,76
1439,1395,1650
166,1026,550
983,93,986
514,790,2750
45,3046,2422
2593,2198,535
35,546,2086
1062,2570,2958
1483,109,533
43,3028,2906
102,1187,207
1238,121,1332
1487,1531,2852
332,2916,1368
1202,1408,2525
591,260,2040
2828,2687,1341
456,797,1194
737,402,46
1239,2903,686
372,1086,187
