train_indices,valid_indices,test_indices
1045,2673,2981
1991,2525,3038
1450,109,2154
409,597,691
1429,2731,2579
1283,2661,145
1619,2024,1515
2928,3000,1173
1065,1854,3017
2939,1362,2421
1623,1839,545
2977,624,1943
1113,1856,1278
1342,635,2081
136,41,98
1222,217,2722
928,2893,1367
2106,70,1250
645,1736,2073
1682,3057,2876
1492,614,1134
2271,364,1607
3065,2146,1964
1234,437,734
3112,1055,1836
1498,2097,370
678,553,2087
2409,266,2975
1275,2508,156
2723,3018,2810
350,563,3119
2369,2283,3008
1704,165,1109
1860,2864,900
749,1014,561
2100,1464,2443
2213,2675,138
985,1199,1707
1013,1303,2018
2086,2118,1101
765,1598,3028
953,2032,1917
274,2056,2803
515,133,2776
3099,3037,1798
632,275,704
2265,1385,870
2519,1135,1694
1783,2372,1676
246,367,2185
158,3014,34
2324,2948,1206
2953,2763,187
2469,223,2743
2757,411,1531
2281,1519,2540
2902,2190,2771
1302,658,73
253,2303,64
400,854,1812
164,849,807
1551,967,1821
1446,3136,185
2484,302,75
1797,824,1701
1164,363,2498
374,1961,2998
1555,1111,1468
2855,1040,1520
259,1224,602
2467,1852,656
1954,652,1763
2229,2710,1259
2668,973,2394
42,650,649
2609,1596,2321
153,1693,2623
558,2353,2336
290,1154,949
2382,1397,3024
3117,2470,3098
470,2920,808
2793,1106,2875
2367,2898,618
1992,1696,265
2750,2043,1866
2406,613,2305
1725,1382,1129
1524,2391,2833
2133,2997,134
1494,2985,877
2951,2385,762
177,1692,130
1632,572,2632
2431,1496,885
221,9,3053
972,1748,2189
445,201,2874
2774,1583,2978
241,3118,2169
1409,1012,3077
2422,638,992
2959,1886,146
414,747,79
148,2074,2091
1233,950,1885
1844,2304,3076
2737,215,2429
2865,2908,14
1276,403,834
1347,2937,1068
464,1028,1846
872,256,630
2620,336,2518
796,1765,36
1352,500,399
919,2889,107
1597,2934,310
229,2235,879
1697,1349,356
735,615,2663
342,2748,915
222,2427,2526
2117,1717,655
786,1776,1952
544,344,1741
1820,2232,2553
2590,2171,2380
2569,2578,3132
2568,2268,939
861,1506,95
182,1474,117
1490,886,2462
2695,2415,2116
1938,1847,855
1447,1500,3137
1971,2009,1180
2534,1252,487
1998,276,675
1249,775,1830
2375,343,2888
1681,1827,1401
1198,3032,354
2566,127,2419
622,1383,78
2708,1176,312
896,538,2317
1678,2749,3090
2222,2832,813
2947,2791,1183
1079,1133,1534
2877,1470,1126
2480,1935,1604
740,511,2002
2192,719,1215
2008,166,438
2841,283,3104
2358,3049,1359
332,1787,3060
121,2273,3127
3123,2226,781
676,687,1322
2576,2792,2251
239,2357,2640
58,1007,335
2278,2430,811
67,773,1549
788,2770,2971
878,3081,2799
2642,1719,2476
1414,1963,3093
434,232,3103
1448,2061,2565
2210,193,1282
2233,882,69
2064,1314,1074
1824,1925,1831
754,2466,391
2940,2919,589
1572,2570,2066
1675,16,598
402,751,48
297,2691,1478
72,2410,2529
2170,2602,1904
83,1920,1363
163,1896,1459
2662,2596,2072
162,907,826
262,1228,272
1430,1592,2242
105,1581,112
3034,1546,1296
1588,1169,3042
1160,2702,383
2786,2711,2440
1374,876,3086
1058,1542,1668
1835,2654,933
1845,3115,995
1834,686,119
