train_indices,valid_indices,test_indices
2300,1528,1254
2440,2727,2966
570,1458,2573
7,1399,1170
2287,2809,2125
2036,2951,2275
1481,2687,931
1357,2617,995
1634,613,1679
2210,1452,297
2243,1692,1650
1579,1257,544
1167,236,1624
349,2798,2962
2478,1218,2656
2677,1434,2027
2139,450,589
644,2702,2581
2791,964,818
2816,717,2009
2230,1932,128
2868,2932,2755
2891,2888,334
391,3049,2454
1999,1539,82
2316,384,876
338,2730,1973
44,45,2735
1295,786,1577
1621,746,2607
2749,3134,751
1952,945,2117
2606,1423,2207
1726,739,1945
331,527,2957
2301,1857,1160
1337,1232,2621
2393,1535,2940
2343,193,62
1210,2979,752
1414,1031,1548
737,962,2649
2462,1341,2109
2933,2260,36
2659,2779,835
1305,1936,643
2337,1587,1332
697,2154,480
594,1516,943
1503,2858,2913
2884,3057,3137
1212,1523,1601
894,1148,232
2734,2948,1830
74,938,2665
202,46,741
2342,1494,1098
99,892,205
2668,1349,2354
2505,1234,47
2344,1553,2391
298,180,301
2609,647,2122
2055,364,2463
333,1654,3107
2217,2104,1669
1845,2081,1082
2040,494,2220
1885,1818,2589
2897,1447,335
2881,3138,1689
997,1388,3017
1725,2663,2849
426,2470,1919
2882,275,1439
976,1104,1309
1918,1318,2186
1585,2724,1025
1393,789,432
1860,548,2161
2418,249,923
1302,108,1569
1194,492,2610
2426,1557,337
966,2843,574
1054,592,1378
1565,1391,126
2399,3042,1304
273,2023,1881
2588,2180,1478
1338,1463,27
2506,1130,1004
2593,1181,2977
25,1331,61
2637,161,2880
2662,2285,1607
561,326,2801
2504,1397,1127
952,986,2530
2765,978,2068
3034,2381,1765
3062,3118,2681
634,1355,2119
1139,1296,190
948,1370,1581
2414,1319,2021
2764,2866,2770
2099,2252,2787
1875,1670,2511
1686,2971,1242
1450,2235,372
2262,230,1090
838,237,650
1878,2644,1042
2796,1957,611
2682,1702,1801
506,620,850
2906,1840,2799
2762,1402,105
688,1275,1449
159,2277,1892
616,1545,2013
1345,319,571
2821,2848,2479
687,2423,3070
2436,424,1469
194,656,2047
2776,438,1813
3026,1067,2153
1053,2324,3051
649,1534,2719
10,2472,2280
1096,2928,1183
898,3083,2766
1971,2582,2708
3135,1467,809
1680,766,728
2870,2556,2830
632,112,1089
1328,142,1889
1125,2832,1193
988,3045,400
1803,551,915
1568,967,214
796,389,464
897,2698,2390
1039,3115,262
1799,721,1190
798,2044,1531
651,1323,163
3113,404,672
528,1646,2919
2169,1658,1849
186,1653,738
1259,469,2476
139,54,2982
1015,1005,1872
2874,104,1877
1926,1072,2669
678,2313,2914
1844,2191,1153
3010,712,251
2683,1996,412
2605,1208,2132
2156,3048,2651
1756,270,1415
84,85,3067
1571,2095,554
94,2208,1704
711,2777,51
1966,1683,179
2428,115,1910
343,1347,168
20,824,360
3033,2015,1327
365,655,1019
1740,2558,1524
2373,1817,1808
3106,457,2631
40,1376,2445
491,1211,2860
533,935,1777
2466,2396,3108
784,2534,315
521,2299,77
2622,1,2935
118,2129,2532
2539,2323,723
1285,703,1385
1324,224,3063
120,76,2416
3064,1010,1477
1288,2956,2529
1191,1618,749
131,2994,2298
1312,2394,675
2949,1214,1700
2279,2267,1993
2976,2205,1013
374,1377,181
2409,1789,282
1491,2417,32
679,2063,1461
2212,1169,553
2974,39,2211
1521,673,2073
2842,1252,1663
23,1589,56
2232,240,16
2723,936,66
4,3022,733
1992,1154,2876
1691,903,291
1964,2619,1446
968,1326,407
2991,2501,2446
863,557,1017
801,662,1924
2936,602,998
409,2459,2144
3005,1041,1330
1177,87,2613
669,1513,2536
1145,1956,130
2946,663,560
2345,2968,1558
1976,885,1637
392,371,2840
2307,584,2969
1532,2283,3092
1165,1591,212
1745,974,681
1602,2945,1807
2561,3131,2978
2240,618,1321
532,937,1346
34,3080,19
478,3008,2737
428,2797,1814
2215,1239,1185
509,579,759
2404,3105,1498
1527,1612,2931
1502,1794,580
248,2751,1026
582,1115,1522
2741,200,799
875,588,704
423,2763,1382
1950,2107,1592
75,2950,344
239,1588,1754
979,393,2902
654,516,2835
844,1598,1706
1920,832,1020
1417,2199,2569
2271,1886,2162
1537,3111,1985
247,2085,1572
1923,150,264
2326,1927,2141
2905,2377,1030
2411,2347,727
2184,2017,79
3133,330,2481
3039,284,896
745,2941,2349
1995,2759,3020
2596,1508,1734
329,11,1514
525,368,1903
2892,2348,1665
332,587,2715
1869,640,2204
504,207,2364
1032,2093,3120
459,2194,2632
2934,305,2431
1676,866,1235
2386,2053,1056
2198,1470,2879
1058,455,2634
2925,1811,2076
3084,1858,1284
1087,1197,1506
1715,2707,410
1773,2771,195
2124,2464,2001
101,765,495
2695,1034,1133
458,1997,1554
1517,2290,1375
1105,449,1935
2850,1351,1891
1253,2811,160
1085,2985,296
980,1580,1424
2475,1100,1979
1479,2090,599
856,1526,1151
314,308,2653
969,1567,708
793,3053,540
2469,1303,1293
2520,383,2923
3093,941,2753
311,1661,2701
355,1398,2527
3073,1664,2273
2115,917,615
3059,1687,2317
158,1768,2757
1240,693,265
2255,841,1975
2429,1308,1795
2754,1048,2059
1108,821,2164
1748,926,987
3003,1024,41
167,1929,2696
1639,1454,1387
2827,2274,1960
1016,2912,1131
1362,1673,2583
1333,487,1899
286,2580,2245
2041,1386,2306
1645,2566,652
1628,2672,770
470,316,2171
134,2927,1907
1157,1202,103
773,2155,106
1008,664,2790
911,336,633
1876,381,2126
709,1037,983
1796,2461,2400
2160,2074,1313
2116,245,2554
341,2315,1325
2524,28,1978
878,2070,151
1716,2305,1880
417,972,884
1736,2642,2408
779,2739,1475
2265,1280,2421
2760,1040,50
1363,1182,696
1586,219,122
1828,2143,2626
