train_indices,valid_indices,test_indices
24857,5843,27703
8102,6452,25789
1210,25553,22179
9924,8357,27621
7365,19277,23831
8197,7414,24159
13288,18351,10160
1658,10918,25321
22417,17281,1900
20488,15671,18315
16572,14799,21134
4919,14495,20719
1676,14546,10858
10150,20682,28036
21205,6569,933
10004,3582,18609
2831,17730,10720
21963,17385,8808
23224,9516,10770
25784,13601,472
27705,1117,3281
13114,11578,26972
8721,2099,5305
11907,12806,16924
11092,24239,14994
281,23989,20510
13863,17616,19461
10531,8163,13556
14862,7928,9343
19464,1654,27961
23588,23117,879
1701,5091,17722
16030,7367,10747
10453,3720,22275
8910,12568,18748
18336,15637,12832
18324,1648,5181
1568,11388,13631
17967,18658,5927
24588,19849,2506
16025,2598,1528
22628,1901,8638
12249,22513,12851
3775,25955,23199
8026,3742,4005
8534,22167,6209
20000,4199,24022
22313,24185,14757
4549,12104,1425
1025,6967,24997
11177,18570,14981
14327,21114,23641
7717,22046,14972
14376,8918,22335
20277,12412,19022
15646,3994,14668
13277,22928,13901
4656,23258,18038
19404,21289,2482
17437,8406,22286
27203,531,12511
7413,9038,26745
24205,2972,21701
25125,11989,25886
1809,14461,11527
21672,6871,11378
7323,28083,21108
22213,25442,9272
19150,23384,9631
11293,26078,27512
23471,7925,16625
11077,19711,25805
6803,3388,28016
18512,14766,7837
6416,2429,6485
4550,8417,7922
25631,626,21821
1752,27490,27202
25996,13824,12828
2593,21356,11596
2498,11572,12707
24164,26736,27459
4076,25207,11130
27295,7233,20191
18295,10488,7936
23591,18209,615
28198,24369,21580
15183,25277,3477
4042,20292,12404
12669,6425,15811
8021,15661,27475
2869,2134,27452
4556,9313,20300
25219,28247,7593
3996,14633,15624
8001,21601,26778
25382,18337,12134
6858,4907,13502
14678,9540,2803
10253,24875,10487
14899,4532,26527
12388,21987,20566
9763,8792,24574
27037,4357,15077
26162,15481,15107
27344,24280,8386
20284,26147,17411
24029,25436,10862
28046,5299,9473
15945,13841,3643
24097,5676,13353
14898,11954,19454
15422,14923,17005
14894,21423,11256
11786,23339,16843
6219,27243,13005
13700,27235,12131
11108,2801,7791
5824,27549,9915
23340,19897,25606
22233,387,16008
14982,16977,19254
8848,22100,22
13131,2991,12630
27469,9108,12943
4309,23397,26758
26234,4638,16601
10047,7021,7769
4066,1977,22459
15928,4491,25090
22661,16698,17618
882,24631,3133
4193,8126,15792
26520,14459,23111
16343,24010,25024
25502,3635,27573
11567,7137,8998
8373,14721,7613
15378,27611,1123
4258,4222,27626
550,9016,7525
1556,14366,1627
27078,12484,9802
7732,6983,22378
4968,9876,26264
17986,14332,28008
23215,9787,20973
6532,12444,6424
5628,19294,5003
14779,14299,26529
24595,18085,6150
23147,14584,6488
5249,14282,17016
17338,15185,27608
880,16219,7047
27631,18338,12607
24176,7208,9354
7014,12394,15178
1801,1965,11783
1985,13983,20290
1624,10968,3686
3831,14099,20265
6491,24516,7429
16523,1849,2754
10943,9190,24465
26525,19415,18392
15424,16336,17990
22695,20627,23954
11148,12399,24518
10533,7750,12922
21870,18406,17460
6910,1686,15655
11183,17196,14978
1760,8231,3314
11038,28451,2508
26434,18466,14025
14300,10162,12968
17918,11093,16699
5880,25924,19427
27806,1569,12791
5463,24174,5229
1727,14745,10677
28542,461,1068
16865,10363,3661
10697,13123,27997
4596,14949,13573
13042,23326,17853
9824,26906,8706
21310,7139,17486
3089,3857,20632
17266,15783,3323
11549,21076,15408
23687,4958,25838
14152,15368,11102
26944,14543,4620
12069,2338,23269
1181,8080,20588
14440,24555,16757
8708,4245,12499
26550,25934,25612
25601,15560,5632
9419,11628,8523
2207,23795,17935
225,4832,17656
27354,13040,21240
18788,16229,14433
9422,13439,11081
28246,15917,81
8005,25036,28058
22392,5818,7817
10758,12373,11967
27052,17169,24258
4815,88,1205
8760,19493,24202
2025,417,20518
15695,13803,22680
19370,25482,18408
4607,22204,15346
2943,22515,6754
24548,23889,1038
26886,7459,7951
20555,6715,17910
22855,8964,7931
21958,13576,9117
7016,4422,21673
26679,18763,25463
7009,19552,16621
8022,12541,3685
2848,23707,2936
16289,4456,26998
3948,18842,4834
3239,24349,11707
10041,1234,18134
19523,25543,15785
13504,9307,1338
1061,22137,12314
14934,14346,9266
18021,18728,7547
17575,25117,27725
17389,26649,2055
22163,12571,12239
6309,13421,1571
10312,6418,3826
701,23729,18698
22948,21743,8364
20329,16711,5266
28499,9610,6175
11534,17519,11806
26859,27241,15333
16220,3040,3261
13528,10234,14414
11126,10335,16182
28438,21910,2971
12370,16322,6978
25848,1037,3660
28249,20915,9847
3893,21189,11123
2962,6267,15265
13954,20451,1186
16764,23925,23080
12162,12280,3345
13794,12155,16759
2362,18866,11901
2473,7296,25180
22025,19016,3015
15834,20762,12343
4119,1336,19733
21719,16580,4277
27400,951,14133
4793,17563,12328
10852,15585,13377
17817,6259,6498
22561,18080,20360
12391,10685,5946
11259,27647,20874
7038,4306,24085
69,2823,11641
4755,19334,26800
248,7950,28321
21680,3705,3897
678,28527,21722
7209,7250,16628
15417,26493,26212
23464,23032,17805
14074,21960,10032
11925,11671,25221
9652,1892,24648
19785,24388,7089
2817,23819,8145
4622,6087,8615
1773,16139,3648
2861,3962,13511
6838,13555,27184
24357,18163,24304
4918,8178,3504
9357,20483,5177
27033,4051,8674
27745,6886,12945
13609,27126,14573
24087,24394,11458
26486,15130,21178
26592,12396,9626
17427,759,25834
16954,16993,28383
19378,5094,17864
4217,11700,10903
5154,14513,18740
26324,7363,11260
14902,15479,8668
24200,7919,19221
5044,7905,21520
26138,15605,13004
4955,22096,8122
16648,408,9376
4496,12042,10728
3064,10710,2361
9981,23059,8578
24245,23186,6315
11484,16619,6633
23547,19839,4697
27917,11470,22967
18951,27182,10587
20404,14929,1994
9746,10095,27249
176,1759,9157
19619,1142,20258
256,10480,16910
28370,13498,19640
2692,9340,12337
25518,26263,11947
6647,2492,15532
17258,16694,18062
23216,27104,15589
2713,22900,239
11520,8691,21449
18736,26549,21733
25648,21503,26964
24550,23238,18663
959,11464,13915
10610,5172,13328
26627,13321,2680
17377,21213,13033
23474,11996,22289
7993,1792,5795
12807,20036,15519
8827,3916,6777
21405,9053,25258
6319,5128,19267
632,3763,28490
6980,898,2678
21221,13361,24262
11817,5071,26358
16967,26356,25747
8855,649,12902
8564,25434,3390
12359,24866,13750
21610,22911,1532
10440,10632,2948
4057,12810,10065
15279,8016,7108
28099,28150,13635
27880,6911,25231
13253,18326,10
24898,9186,17211
7059,12180,11061
23767,1131,6136
18110,25535,1885
7576,27032,11905
23355,244,15569
10339,10882,16001
11800,21629,14938
25826,22810,1051
25628,1209,45
8185,1044,16673
17747,10165,1695
855,15146,11515
577,17256,15724
17491,16115,25224
2255,23520,16183
26208,25802,15687
2094,18207,27097
484,17047,8833
15189,18340,12360
19214,24483,10573
1724,17297,25811
205,24474,23448
24224,11473,23524
