train_indices,valid_indices,test_indices
2868,2804,439
2740,2574,626
2516,2890,76
393,2974,1909
399,3063,2805
1940,1605,290
1686,2678,2821
1772,158,1129
11,2425,882
2745,923,1900
150,1421,325
2226,2006,1294
2186,2617,2000
1067,213,2312
540,242,45
527,1181,173
1700,1311,1110
32,26,1598
3093,592,916
1628,1992,992
2153,2010,3117
1278,2179,1740
2139,1008,939
3103,2546,2838
1986,798,2734
287,878,1962
327,1459,77
2492,2796,1244
1649,1964,1548
1732,1124,1695
2553,2937,1706
3133,3082,1312
834,714,1865
556,2394,689
1260,936,2595
1029,1017,841
190,887,2946
80,2154,253
2706,313,212
594,1885,161
122,2101,1890
2174,2576,1932
669,183,918
2296,486,1132
1542,2050,421
303,1188,746
1710,1603,2443
215,462,561
117,618,51
2076,2422,869
1594,2502,2531
153,1902,783
2236,2298,387
2871,632,2758
168,948,2724
431,61,903
2376,2710,707
949,0,1435
1789,2279,1238
2590,1474,1683
2873,1523,1860
1152,2934,2405
873,1851,2705
292,472,564
883,2751,720
2201,829,171
1425,250,1033
2285,600,2002
2266,1323,2117
649,1221,1158
1990,1736,1007
2321,1507,611
2884,2185,980
1908,1269,317
2390,1015,1802
1186,1324,1585
2081,1074,2108
3097,1555,588
2413,961,1405
469,225,470
769,2857,855
326,1808,315
662,1870,1569
922,2820,2341
1102,2445,2245
1948,1586,2609
137,1876,2095
701,7,2365
1595,2681,1440
1431,2455,2497
1072,100,2935
2483,542,1709
786,699,2578
1118,498,1658
2269,1995,1170
3040,1914,1375
1613,2400,2750
2722,55,342
1568,2505,754
2979,280,1336
3016,1329,2267
2359,381,2694
1094,777,1484
3045,172,1515
1687,1794,2832
2658,791,316
452,2981,603
651,1247,112
853,1455,1154
1251,231,620
919,2781,2698
545,2282,1609
2305,2713,1861
2824,1237,2488
842,1857,1927
2284,2,2160
2013,973,1150
427,857,1121
1579,1937,321
53,129,1651
2869,2510,805
1412,1506,1733
198,193,1821
1423,2561,963
2324,1103,2277
1398,1308,812
1639,2932,1163
3,2202,661
614,1024,664
1317,1203,1299
2325,1000,628
185,2762,1724
3025,1106,1224
2295,650,554
2577,2570,2499
2024,460,659
3079,2463,1343
1673,2809,1355
1175,818,368
1578,2995,531
1401,1564,346
2087,2482,2793
1334,1468,2693
1491,3123,3109
1719,839,880
2143,2146,350
232,2170,828
1779,530,929
1790,1554,826
795,2818,2515
2709,3064,1100
365,1197,625
1877,1500,1644
1241,2540,3009
2806,2065,1236
2830,897,1936
535,2330,779
1111,3049,2928
445,1528,2880
2761,2250,854
1227,3018,1551
2387,236,984
850,2361,1320
911,2283,293
2336,2811,1717
1682,2914,1182
2791,2035,655
164,1372,2356
3031,2451,3023
1230,1513,1629
534,787,108
687,1267,2790
2640,1283,2608
2294,1535,2369
1159,2158,140
2854,415,463
682,1479,430
1823,181,154
979,804,616
3129,1820,2240
899,2159,741
2045,2523,2795
1266,2718,630
396,2043,2610
2278,2813,2215
1522,1917,1485
340,155,2853
1756,1045,539
2435,658,2611
2026,2982,87
2942,2464,3006
2228,473,2249
2737,904,268
3013,2172,29
2622,2058,75
1357,1145,546
1926,1699,2411
1705,2962,3056
1752,2747,1666
1766,1028,2222
915,1460,3028
2738,1708,1610
3008,2626,1447
2629,2730,548
1534,1994,1418
2496,2218,2382
134,502,1532
1039,1093,323
1387,204,1441
1328,890,2104
1689,1451,934
1757,1223,104
2648,2059,1358
996,2107,2877
739,1652,2660
2061,1584,688
2346,2454,575
2477,1841,981
656,2028,2478
2475,1076,838
1996,1177,2732
2111,2244,1910
3092,1472,846
1590,2237,1198
2027,1983,246
2247,1211,1570
832,952,1200
602,298,3067
1363,497,2907
1874,1971,2385
1921,1098,673
1509,1817,167
696,227,69
1750,861,1130
401,1295,1461
928,2073,1619
1621,302,1782
192,328,2716
1477,523,2264
3038,1576,2432
1338,2988,1081
1453,964,1285
1190,884,1133
357,1392,1108
1956,289,709
2664,3043,1792
624,1763,1667
3107,1349,1233
2900,1165,966
524,796,308
349,465,2113
931,1019,2847
2772,2151,2825
468,1064,2947
1065,41,3111
2994,2072,1409
2239,2420,42
636,374,369
821,1985,180
1991,830,2343
2623,2534,1762
2304,2749,2495
1714,31,1866
1738,2436,2950
1607,2867,2318
2037,56,2378
2450,3020,62
3134,1901,2665
335,2789,2332
1836,589,2810
2973,1031,617
2689,1013,1915
2122,2398,2395
2644,3083,1023
489,1189,2769
218,2580,1469
2109,729,2064
1383,2268,692
2339,1646,2960
2456,269,1659
1765,2780,288
2637,3136,1611
1838,1787,2391
807,1835,1373
2182,318,2944
2538,802,2462
305,1185,68
1550,794,382
1591,48,429
1268,845,1282
2458,1774,1761
130,1615,1084
1446,1164,361
1348,263,332
2529,537,1209
1828,3104,1675
2355,1333,2852
2691,1389,2527
2909,597,1010
2165,2500,1265
789,52,590
2457,163,1729
3094,2214,2419
2504,2603,633
1061,271,403
3101,1303,635
2039,3053,1288
2404,378,3081
353,1767,2388
466,820,1335
2257,1079,1521
751,261,436
2803,1410,2676
2300,2241,3026
1090,608,1822
1662,2147,1016
2291,2357,456
135,3089,1397
2396,281,1525
1565,825,1993
2465,698,2181
1298,700,1254
526,1749,1273
859,1192,1229
1316,1941,2800
1139,70,886
2927,1947,490
203,2987,1463
2582,723,1606
2224,1066,419
2919,1439,2558
2949,2350,2473
443,151,264
1965,743,1257
3121,1149,1490
1504,312,1846
951,813,2833
235,2953,2993
1552,2963,547
2876,2920,1354
1648,1353,1125
272,3011,1222
243,2551,1954
3046,874,2306
442,2969,1670
2207,2646,1929
1217,1883,1092
2924,685,1498
1773,102,1289
2991,386,808
1068,199,1330
2843,2951,432
210,175,2703
2067,2683,3041
311,926,2579
653,2209,905
1631,1859,2764
2594,2645,197
990,683,2763
2980,1140,2276
947,1073,1226
1239,1894,686
2307,2137,1966
492,474,968
1481,297,482
967,260,1925
2070,3075,3072
737,128,1582
1760,844,2331
1422,3138,1961
300,1276,579
251,2004,1796
2566,2418,2372
1939,1526,2049
2022,1352,2032
1938,319,1907
1747,1393,354
277,2712,392
646,2184,2634
533,144,1307
1559,1396,2568
1815,2345,2885
295,3080,2335
1657,1998,1109
1180,959,2133
2685,299,2503
3015,2434,2292
2437,2086,2474
962,997,1798
1214,722,22
520,1310,1536
1302,2210,2945
2879,485,2246
301,1069,2102
2784,945,1785
3087,1473,2015
1884,585,1852
2373,2351,2766
1408,125,2203
1228,2667,1784
1208,824,2620
206,902,567
324,2193,879
355,2794,1155
1464,613,2533
2314,2362,2997
2131,1891,2569
930,65,2666
184,88,1434
2839,20,679
1482,2029,822
2966,681,2141
2014,1957,1715
92,2106,1071
81,599,1395
1161,1893,2168
1981,666,376
1742,2062,1462
1379,397,1788
2723,1999,2317
1919,1377,3135
809,1643,248
937,2157,2729
424,1645,3085
5,2260,2498
395,417,892
1674,2596,2311
2591,1855,704
528,2232,2628
2776,2036,1931
1049,2430,123
1601,2134,2273
3078,1368,2270
455,641,113
2592,1618,570
1456,1640,2189
2530,1911,1167
1096,671,1946
2164,1388,74
391,1879,1671
1777,2725,103
3051,2025,1085
3125,819,3054
2508,363,3112
2030,1913,2281
2607,3105,2525
2819,457,2288
2967,2254,1951
1070,2642,2829
3099,2433,1037
1413,1735,836
755,1443,2562
1284,2911,2638
341,1014,2532
1151,1501,1012
3119,2299,2302
2814,1967,987
2556,2727,2797
1083,2337,1255
644,2731,1781
2046,3048,2227
2846,174,694
2274,1502,464
1669,23,314
512,2661,766
2933,3058,652
1087,90,955
1114,1137,2519
435,1832,1505
1115,1262,1748
170,2016,-1
2563,-1,-1
34,-1,-1
2194,-1,-1
765,-1,-1
309,-1,-1
1973,-1,-1
207,-1,-1
640,-1,-1
2589,-1,-1
1429,-1,-1
1958,-1,-1
1488,-1,-1
1480,-1,-1
17,-1,-1
2746,-1,-1
2472,-1,-1
572,-1,-1
143,-1,-1
2340,-1,-1
2711,-1,-1
2423,-1,-1
1250,-1,-1
16,-1,-1
3120,-1,-1
2431,-1,-1
2887,-1,-1
1854,-1,-1
748,-1,-1
1638,-1,-1
1258,-1,-1
2407,-1,-1
680,-1,-1
2235,-1,-1
1259,-1,-1
999,-1,-1
2875,-1,-1
165,-1,-1
1248,-1,-1
1680,-1,-1
1146,-1,-1
2602,-1,-1
749,-1,-1
3032,-1,-1
2575,-1,-1
1842,-1,-1
1153,-1,-1
1566,-1,-1
2878,-1,-1
214,-1,-1
676,-1,-1
310,-1,-1
2863,-1,-1
2127,-1,-1
1086,-1,-1
1912,-1,-1
1173,-1,-1
377,-1,-1
728,-1,-1
2897,-1,-1
3010,-1,-1
638,-1,-1
2647,-1,-1
2459,-1,-1
85,-1,-1
1518,-1,-1
1692,-1,-1
3074,-1,-1
1026,-1,-1
1698,-1,-1
221,-1,-1
2970,-1,-1
2581,-1,-1
2952,-1,-1
2408,-1,-1
2055,-1,-1
576,-1,-1
2682,-1,-1
380,-1,-1
1493,-1,-1
1571,-1,-1
79,-1,-1
2315,-1,-1
2670,-1,-1
2175,-1,-1
1040,-1,-1
414,-1,-1
1744,-1,-1
1032,-1,-1
39,-1,-1
2778,-1,-1
1702,-1,-1
1215,-1,-1
2930,-1,-1
1803,-1,-1
920,-1,-1
1563,-1,-1
790,-1,-1
2565,-1,-1
773,-1,-1
219,-1,-1
1486,-1,-1
2831,-1,-1
2671,-1,-1
604,-1,-1
320,-1,-1
2200,-1,-1
1005,-1,-1
133,-1,-1
744,-1,-1
1978,-1,-1
333,-1,-1
3100,-1,-1
2822,-1,-1
2077,-1,-1
1577,-1,-1
2005,-1,-1
1791,-1,-1
2663,-1,-1
1174,-1,-1
1253,-1,-1
187,-1,-1
815,-1,-1
195,-1,-1
2584,-1,-1
792,-1,-1
1119,-1,-1
2792,-1,-1
2883,-1,-1
3001,-1,-1
3029,-1,-1
1588,-1,-1
2605,-1,-1
2253,-1,-1
273,-1,-1
1771,-1,-1
364,-1,-1
131,-1,-1
2550,-1,-1
2850,-1,-1
877,-1,-1
1376,-1,-1
577,-1,-1
868,-1,-1
2655,-1,-1
2468,-1,-1
1034,-1,-1
2752,-1,-1
2150,-1,-1
1721,-1,-1
1704,-1,-1
573,-1,-1
1369,-1,-1
2959,-1,-1
932,-1,-1
1848,-1,-1
337,-1,-1
2258,-1,-1
1864,-1,-1
2524,-1,-1
1608,-1,-1
1982,-1,-1
3024,-1,-1
2544,-1,-1
753,-1,-1
19,-1,-1
2238,-1,-1
2259,-1,-1
2812,-1,-1
1436,-1,-1
1837,-1,-1
1778,-1,-1
3108,-1,-1
2680,-1,-1
1519,-1,-1
3065,-1,-1
2242,-1,-1
759,-1,-1
750,-1,-1
3132,-1,-1
2743,-1,-1
2103,-1,-1
2654,-1,-1
833,-1,-1
408,-1,-1
2344,-1,-1
2888,-1,-1
525,-1,-1
1051,-1,-1
3036,-1,-1
1538,-1,-1
970,-1,-1
865,-1,-1
634,-1,-1
2858,-1,-1
1207,-1,-1
983,-1,-1
2009,-1,-1
2409,-1,-1
1580,-1,-1
114,-1,-1
1556,-1,-1
256,-1,-1
257,-1,-1
1143,-1,-1
2041,-1,-1
1381,-1,-1
2205,-1,-1
2753,-1,-1
1077,-1,-1
446,-1,-1
2501,-1,-1
2320,-1,-1
2765,-1,-1
856,-1,-1
2444,-1,-1
1442,-1,-1
909,-1,-1
2212,-1,-1
500,-1,-1
2834,-1,-1
2466,-1,-1
38,-1,-1
2252,-1,-1
1249,-1,-1
2358,-1,-1
1976,-1,-1
2180,-1,-1
858,-1,-1
2367,-1,-1
2389,-1,-1
2801,-1,-1
2234,-1,-1
433,-1,-1
1934,-1,-1
2899,-1,-1
278,-1,-1
404,-1,-1
517,-1,-1
852,-1,-1
1406,-1,-1
2893,-1,-1
1707,-1,-1
476,-1,-1
2439,-1,-1
586,-1,-1
504,-1,-1
1107,-1,-1
2856,-1,-1
2429,-1,-1
1617,-1,-1
1337,-1,-1
1592,-1,-1
639,-1,-1
98,-1,-1
1487,-1,-1
2817,-1,-1
571,-1,-1
901,-1,-1
2470,-1,-1
2619,-1,-1
2552,-1,-1
2196,-1,-1
426,-1,-1
307,-1,-1
2583,-1,-1
1583,-1,-1
2322,-1,-1
914,-1,-1
3004,-1,-1
3071,-1,-1
706,-1,-1
557,-1,-1
1301,-1,-1
2379,-1,-1
2427,-1,-1
580,-1,-1
2190,-1,-1
1120,-1,-1
2399,-1,-1
1183,-1,-1
205,-1,-1
1432,-1,-1
2901,-1,-1
1136,-1,-1
2559,-1,-1
2786,-1,-1
543,-1,-1
338,-1,-1
2123,-1,-1
2992,-1,-1
2948,-1,-1
2386,-1,-1
3102,-1,-1
2905,-1,-1
1769,-1,-1
2606,-1,-1
871,-1,-1
1131,-1,-1
1444,-1,-1
1277,-1,-1
2297,-1,-1
2093,-1,-1
1138,-1,-1
223,-1,-1
974,-1,-1
637,-1,-1
148,-1,-1
695,-1,-1
988,-1,-1
867,-1,-1
2301,-1,-1
1342,-1,-1
3060,-1,-1
2231,-1,-1
972,-1,-1
2130,-1,-1
1052,-1,-1
1722,-1,-1
2080,-1,-1
2114,-1,-1
2860,-1,-1
2968,-1,-1
33,-1,-1
200,-1,-1
157,-1,-1
2118,-1,-1
1804,-1,-1
2491,-1,-1
1676,-1,-1
1340,-1,-1
1989,-1,-1
1685,-1,-1
1833,-1,-1
2989,-1,-1
1430,-1,-1
400,-1,-1
1321,-1,-1
2990,-1,-1
1770,-1,-1
668,-1,-1
2823,-1,-1
2699,-1,-1
1156,-1,-1
1356,-1,-1
265,-1,-1
1097,-1,-1
1997,-1,-1
1020,-1,-1
2368,-1,-1
1697,-1,-1
1402,-1,-1
1466,-1,-1
677,-1,-1
254,-1,-1
665,-1,-1
872,-1,-1
2560,-1,-1
1095,-1,-1
434,-1,-1
2616,-1,-1
1544,-1,-1
940,-1,-1
2965,-1,-1
209,-1,-1
2509,-1,-1
1360,-1,-1
1428,-1,-1
1776,-1,-1
2735,-1,-1
3003,-1,-1
1025,-1,-1
27,-1,-1
3068,-1,-1
718,-1,-1
831,-1,-1
2135,-1,-1
703,-1,-1
1030,-1,-1
471,-1,-1
2760,-1,-1
1895,-1,-1
2256,-1,-1
216,-1,-1
1205,-1,-1
306,-1,-1
2121,-1,-1
2659,-1,-1
3116,-1,-1
2012,-1,-1
2585,-1,-1
3127,-1,-1
2178,-1,-1
648,-1,-1
2192,-1,-1
810,-1,-1
2467,-1,-1
1816,-1,-1
1271,-1,-1
1898,-1,-1
1184,-1,-1
1470,-1,-1
1497,-1,-1
2837,-1,-1
1843,-1,-1
2493,-1,-1
811,-1,-1
169,-1,-1
2672,-1,-1
1290,-1,-1
2338,-1,-1
2744,-1,-1
1663,-1,-1
1955,-1,-1
146,-1,-1
1831,-1,-1
71,-1,-1
609,-1,-1
1811,-1,-1
2923,-1,-1
461,-1,-1
1734,-1,-1
1332,-1,-1
493,-1,-1
30,-1,-1
2768,-1,-1
2889,-1,-1
3118,-1,-1
1148,-1,-1
509,-1,-1
1210,-1,-1
2621,-1,-1
1723,-1,-1
1218,-1,-1
2354,-1,-1
806,-1,-1
2641,-1,-1
1305,-1,-1
1035,-1,-1
3110,-1,-1
2726,-1,-1
2859,-1,-1
18,-1,-1
1362,-1,-1
1041,-1,-1
2687,-1,-1
740,-1,-1
1232,-1,-1
643,-1,-1
941,-1,-1
1660,-1,-1
1878,-1,-1
444,-1,-1
1968,-1,-1
329,-1,-1
627,-1,-1
1524,-1,-1
507,-1,-1
3055,-1,-1
480,-1,-1
2003,-1,-1
2326,-1,-1
1546,-1,-1
262,-1,-1
67,-1,-1
2155,-1,-1
247,-1,-1
2034,-1,-1
1314,-1,-1
2229,-1,-1
863,-1,-1
1347,-1,-1
1780,-1,-1
58,-1,-1
2573,-1,-1
716,-1,-1
2485,-1,-1
1059,-1,-1
2280,-1,-1
1636,-1,-1
2352,-1,-1
2167,-1,-1
2303,-1,-1
2955,-1,-1
2099,-1,-1
835,-1,-1
1478,-1,-1
484,-1,-1
2714,-1,-1
2128,-1,-1
1038,-1,-1
1553,-1,-1
1313,-1,-1
1679,-1,-1
2630,-1,-1
1844,-1,-1
2023,-1,-1
1906,-1,-1
2334,-1,-1
1725,-1,-1
2736,-1,-1
2371,-1,-1
450,-1,-1
107,-1,-1
860,-1,-1
1690,-1,-1
515,-1,-1
2392,-1,-1
1171,-1,-1
2757,-1,-1
2954,-1,-1
1647,-1,-1
1274,-1,-1
252,-1,-1
2054,-1,-1
479,-1,-1
2717,-1,-1
2187,-1,-1
2567,-1,-1
678,-1,-1
418,-1,-1
1341,-1,-1
2715,-1,-1
866,-1,-1
1664,-1,-1
304,-1,-1
1916,-1,-1
2213,-1,-1
558,-1,-1
1438,-1,-1
3050,-1,-1
693,-1,-1
1433,-1,-1
1882,-1,-1
986,-1,-1
2604,-1,-1
1351,-1,-1
1292,-1,-1
115,-1,-1
1753,-1,-1
814,-1,-1
763,-1,-1
1044,-1,-1
147,-1,-1
383,-1,-1
1390,-1,-1
607,-1,-1
942,-1,-1
2684,-1,-1
2586,-1,-1
2001,-1,-1
782,-1,-1
2613,-1,-1
2653,-1,-1
402,-1,-1
72,-1,-1
3052,-1,-1
1366,-1,-1
454,-1,-1
2161,-1,-1
1075,-1,-1
43,-1,-1
956,-1,-1
44,-1,-1
1414,-1,-1
2374,-1,-1
2125,-1,-1
1082,-1,-1
823,-1,-1
2895,-1,-1
2363,-1,-1
1872,-1,-1
532,-1,-1
1764,-1,-1
1187,-1,-1
562,-1,-1
1053,-1,-1
672,-1,-1
781,-1,-1
1693,-1,-1
1825,-1,-1
2469,-1,-1
2557,-1,-1
2053,-1,-1
3069,-1,-1
541,-1,-1
467,-1,-1
176,-1,-1
736,-1,-1
3007,-1,-1
1624,-1,-1
2401,-1,-1
1510,-1,-1
1880,-1,-1
282,-1,-1
1540,-1,-1
529,-1,-1
1280,-1,-1
622,-1,-1
1786,-1,-1
1063,-1,-1
1726,-1,-1
2851,-1,-1
2310,-1,-1
1984,-1,-1
132,-1,-1
1635,-1,-1
2144,-1,-1
228,-1,-1
2972,-1,-1
771,-1,-1
99,-1,-1
508,-1,-1
2353,-1,-1
488,-1,-1
1264,-1,-1
275,-1,-1
1326,-1,-1
59,-1,-1
2348,-1,-1
2808,-1,-1
778,-1,-1
1322,-1,-1
2539,-1,-1
2770,-1,-1
407,-1,-1
1809,-1,-1
1727,-1,-1
57,-1,-1
657,-1,-1
3070,-1,-1
1800,-1,-1
733,-1,-1
3098,-1,-1
2849,-1,-1
2447,-1,-1
1960,-1,-1
849,-1,-1
2384,-1,-1
2696,-1,-1
448,-1,-1
1755,-1,-1
2068,-1,-1
2840,-1,-1
690,-1,-1
1511,-1,-1
483,-1,-1
2293,-1,-1
398,-1,-1
991,-1,-1
96,-1,-1
1543,-1,-1
3096,-1,-1
2906,-1,-1
1319,-1,-1
2543,-1,-1
1681,-1,-1
595,-1,-1
2870,-1,-1
50,-1,-1
1593,-1,-1
149,-1,-1
1829,-1,-1
1240,-1,-1
3084,-1,-1
581,-1,-1
583,-1,-1
3059,-1,-1
1656,-1,-1
684,-1,-1
1863,-1,-1
233,-1,-1
336,-1,-1
1963,-1,-1
1219,-1,-1
2679,-1,-1
2393,-1,-1
159,-1,-1
1812,-1,-1
898,-1,-1
330,-1,-1
362,-1,-1
2272,-1,-1
2446,-1,-1
119,-1,-1
1979,-1,-1
2136,-1,-1
738,-1,-1
1370,-1,-1
1677,-1,-1
566,-1,-1
1661,-1,-1
1195,-1,-1
245,-1,-1
276,-1,-1
1172,-1,-1
1845,-1,-1
2783,-1,-1
2452,-1,-1
2697,-1,-1
2677,-1,-1
3066,-1,-1
2983,-1,-1
2007,-1,-1
612,-1,-1
925,-1,-1
202,-1,-1
1875,-1,-1
2844,-1,-1
3090,-1,-1
2548,-1,-1
2233,-1,-1
2674,-1,-1
191,-1,-1
2380,-1,-1
2984,-1,-1
1935,-1,-1
785,-1,-1
3095,-1,-1
663,-1,-1
73,-1,-1
375,-1,-1
