train_indices,valid_indices,test_indices
883,5375,3736
4834,3958,5076
1730,754,4224
5731,3490,627
2029,4771,6062
4137,1669,6130
4493,6261,781
286,6266,4522
1789,6609,4207
4009,32,5214
2427,2722,2726
4636,1501,4099
4300,5993,5400
6212,911,2338
3753,5524,5828
2291,3713,5640
3901,2751,2056
6011,1940,3330
5734,4726,5485
563,5897,6150
1828,2492,4139
5804,12,5958
2919,3872,4458
116,40,1082
1922,4441,1589
1646,5206,5196
3334,5677,1570
3356,2137,487
1995,6292,2198
2651,2398,2247
6598,2201,2970
6192,2192,5231
2226,1643,3846
4260,2441,4898
1079,5660,2366
4250,5722,71
5888,1242,5644
2505,5681,6556
4379,2304,4102
3796,298,3355
813,3323,4091
2952,4520,1873
385,1245,1084
5300,3940,6108
4468,1184,4027
5174,3047,1836
4046,1385,1348
6395,5710,795
1520,351,4292
3004,2527,3245
5693,4177,4911
1212,1620,1517
5768,5276,1088
4541,3606,2829
2650,4349,2803
392,2119,295
5414,1652,1170
1584,2282,156
4532,4687,3115
6376,666,4170
4222,3234,1667
2767,349,5347
1405,4651,6378
1562,1814,5584
2648,3455,988
2393,5966,1349
6370,4326,5925
2516,2778,3819
5730,6381,1035
1633,6267,1988
1049,164,2404
1865,1123,2664
1097,4745,2932
5111,2519,3970
186,3105,1206
4321,5613,4823
1558,105,6555
5420,6461,5269
1494,520,4842
3150,2552,4596
5740,3195,4181
3951,104,3726
4174,4204,5935
3801,4818,1705
5877,1238,3343
2853,2968,1693
4330,4683,4276
1121,3157,5872
5042,280,690
5832,4896,5075
139,855,5598
851,347,6232
6132,2467,5748
4709,54,180
1592,749,1000
4806,2175,4949
5237,4903,2283
5216,4733,5250
4816,4104,2874
1577,136,30
17,3481,4953
445,2537,4093
2818,1919,2155
6456,4032,2948
2205,3848,1971
4420,1431,3228
2599,5337,3003
3037,2380,1644
5395,1347,2414
860,4994,2897
2079,6288,5
5152,2984,3399
6110,6355,2981
4504,2321,3745
3409,3332,4092
4258,382,3369
1426,2350,2325
6026,6126,1144
165,1377,4888
235,3603,1947
2822,1702,6294
4993,4549,1916
5626,5794,2565
203,4584,3813
803,723,2322
1395,2901,3907
2117,823,5570
3760,503,3614
6163,727,2239
4073,6539,2486
4746,93,5213
2727,4019,486
6119,4008,3042
2501,2039,6560
309,3808,1215
5709,1093,4234
3173,5488,1921
5176,2899,2614
5975,3761,3023
3814,2235,2768
2094,456,6117
3686,2176,5279
2015,6179,859
1422,6488,5247
1660,3873,2238
4974,2351,158
6017,3436,4423
6091,3152,3878
3072,3421,4539
5565,3088,515
1146,2627,2681
3232,973,932
6445,3737,6612
1948,1645,6247
