train_indices,valid_indices,test_indices
1119,1494,1069
654,3015,1070
2992,1636,2060
1389,1338,2844
2480,839,2655
2086,2109,2552
1423,2378,161
987,1858,895
1491,425,2020
1051,369,2119
918,2715,1379
2644,2513,2476
3046,463,2931
2417,51,2900
2534,3064,2026
20,714,1348
1829,1125,900
646,1023,735
1375,252,1171
2890,2070,2033
1833,1492,1121
2234,1518,1017
2892,1790,2341
789,1430,2472
774,338,1614
1495,1057,1565
2280,1024,120
1397,548,93
1404,1444,2208
2059,2620,1672
1516,946,300
1268,1344,2095
2494,1270,3105
980,187,227
409,309,2521
350,278,3047
1517,2306,1187
17,982,289
634,962,461
3066,2260,471
179,2801,2686
1859,922,1937
1278,2182,1412
663,2468,370
2650,1052,724
3134,706,2858
969,2560,2957
2178,1959,1988
2387,2022,2585
1132,1215,2410
2258,1506,1144
80,23,2039
1688,1064,2085
3062,849,400
1272,639,1240
3124,349,1140
2287,727,2745
630,2773,1757
3071,600,1824
919,2645,579
292,1655,1437
63,2853,728
486,3037,3058
1845,851,2405
2297,2750,2547
522,2055,2642
71,2174,546
2779,1895,963
476,1872,2702
2416,156,145
586,1778,1714
1920,2005,3068
447,1274,316
3100,1849,884
118,1095,91
1635,1090,2362
574,3081,2676
2322,3109,1425
776,3126,159
1756,245,1143
2408,1313,3075
2224,1416,2367
799,1169,1391
2495,440,1222
2839,886,1468
1199,2087,1759
808,1898,2181
1316,1550,285
1472,2099,29
992,2261,560
2189,2868,1934
601,3050,345
2383,2720,2662
2787,955,1264
505,2812,563
2009,1342,2164
1263,668,773
1564,1620,2395
1458,1520,1537
2138,2146,1950
2347,938,751
351,2478,2213
1181,1737,2273
684,1063,622
2318,3053,1869
1489,328,793
1006,84,1940
926,1874,1561
1438,678,1505
831,2094,2082
1010,2949,2527
720,2446,2748
1116,1061,3042
2487,207,348
244,610,702
552,2363,1365
521,3027,1664
1966,1661,1884
1089,3085,3039
2894,2415,1627
3077,2382,336
470,2641,708
1086,2744,3056
1913,94,1975
842,1150,1426
1984,1133,838
190,947,1382
2633,848,1800
1162,2979,2090
2272,580,1571
2043,2317,594
1182,1038,2792
2569,339,60
541,2437,1536
750,897,2131
1600,2073,2459
1446,136,1352
1050,2937,88
1107,3083,991
2743,2905,853
1956,965,2167
2205,1993,1591
170,1046,2097
446,832,353
985,3049,2951
943,2806,909
1910,2661,2911
388,1963,1696
1156,1218,1947
3127,1186,276
2403,2777,2331
596,142,1834
1892,2628,3016
383,3135,450
1360,2774,1928
3019,1122,603
1310,1303,2465
2727,2565,90
2770,620,2421
2524,732,1894
635,2373,438
1574,3009,264
514,89,1212
337,54,625
2798,1610,203
2717,2870,18
248,2045,1184
298,445,2657
2450,2233,212
2211,2158,115
1773,953,2953
81,1669,2824
324,1769,321
2321,990,658
2776,1682,3079
2914,1876,0
881,2533,539
391,2741,749
1607,1633,1467
1615,124,2256
280,1839,2901
326,3001,443
1735,2688,1454
2818,412,2455
2407,964,1501
482,2400,2943
2365,2326,2825
1878,1821,1650
2910,1967,1825
934,3093,1439
2041,2517,1009
1331,1448,3030
1903,2572,86
7,1257,1474
168,712,1129
3069,3048,2252
2402,2570,2982
1960,1324,473
52,2354,1680
2803,2691,1686
2057,3026,3060
733,2775,2945
1521,1093,2069
2542,1808,299
147,2428,1456
166,501,1275
1776,1658,588
1563,2862,2171
2223,1730,290
2936,1197,133
3129,2034,399
2898,843,2971
2781,568,1251
484,418,1174
2789,530,2532
833,2793,1902
1932,1857,2755
1969,1765,46
77,2784,2031
2419,1675,1243
2882,797,813
1381,72,1377
2149,2523,535
2624,1805,272
2594,167,705
386,2430,1114
2630,1170,820
2345,2125,1032
492,2291,516
2198,2758,2697
2420,1196,3136
2091,2396,2023
1402,2242,2232
1269,1191,2833
283,1899,811
800,805,2184
2864,45,2067
508,1611,1168
2246,3035,1548
3,1944,185
613,1459,2120
281,2271,426
2800,1694,1870
2337,660,214
2926,614,1288
1201,13,2254
974,1981,3137
3043,2074,2379
1118,238,2360
756,2692,2654
694,1599,2540
1411,1453,865
1733,2288,2051
1867,1499,2238
181,1362,1047
1621,2470,1830
2295,3002,2581
249,2035,1871
1809,171,2214
2444,778,631
1043,1725,2893
1059,526,3087
2319,509,873
731,2813,2129
923,11,2047
2881,221,1814
2873,1387,96
710,251,915
35,2666,1053
898,1832,1677
2582,1101,2078
1676,1663,1020
2433,907,578
2361,1487,1613
983,1786,2160
939,169,1625
606,1919,2602
525,523,1427
1130,2772,2452
2541,940,12
1736,1012,2249
3040,920,2040
723,2841,825
488,2790,2153
2036,462,2788
1558,1335,210
1630,2071,3057
2749,1792,2484
2991,1510,1818
1789,664,2913
2863,3033,2731
1791,3088,2225
2529,3110,2689
2816,493,1252
2072,1710,1962
2725,2333,618
2681,1210,2409
2794,1163,2548
1128,1952,792
286,1523,2401
1271,107,1697
3074,1220,2062
277,2831,1462
1734,1073,520
2027,21,322
2096,1628,1722
8,466,2874
2025,2769,1502
195,1553,2128
510,2984,2919
1747,2889,232
729,2092,1795
1533,859,700
1126,1219,545
1266,2589,2126
37,1273,844
1318,1592,1192
1982,216,2102
841,2389,1307
2976,1478,3128
183,772,130
972,389,2388
2269,1476,417
608,1029,576
2721,111,642
1588,1917,1719
1328,491,1738
1886,1784,3063
1900,2561,2093
767,2199,857
1970,1355,2159
1891,3020,571
1466,2352,2838
2970,777,2977
1783,592,2522
2671,1190,1581
910,275,1844
553,2820,2536
1461,1509,1760
2320,856,2056
783,153,406
1211,1393,1704
1850,343,822
840,1283,633
1234,2747,98
640,451,1262
146,194,1345
1764,1361,2466
1748,1127,868
1152,790,3024
1166,2915,2000
981,2002,1406
2941,648,2509
2616,1347,659
2393,2422,956
2049,1911,109
816,1708,2052
2680,696,858
806,1852,378
1320,958,274
995,1245,1654
1549,2019,467
2600,57,602
1180,1965,518
24,1112,2441
1689,416,565
2780,132,253
2980,1909,1751
2766,460,2797
459,932,1580
2391,262,637
3029,2219,1972
1532,2046,138
74,3102,2028
960,235,2222
2639,1134,2447
1085,2200,1749
2397,3099,2133
1092,1479,475
454,1560,135
2583,1239,3125
1953,1041,2733
2549,2175,1745
1698,157,1232
2080,2103,1893
503,1647,2605
872,368,1822
1853,2535,739
801,581,1008
1578,1213,1228
465,3122,2398
555,903,1142
335,1706,2531
1856,2279,1838
666,1498,3065
674,975,1667
877,2442,352
1159,1551,1441
905,1538,431
294,50,105
61,2303,748
916,529,2212
1755,2587,2763
2851,387,87
3072,2942,1208
2251,2896,3084
2927,1691,1671
1742,2653,1787
2152,260,2079
854,1586,2493
804,33,410
1147,1450,2714
398,1997,1298
1579,2608,870
2562,2659,1076
3121,1035,707
2348,2819,1843
1889,3114,626
1103,1003,863
2871,1801,1138
2632,1817,1608
894,2467,1157
202,456,1072
2399,2328,1863
325,818,1823
1933,173,1442
2506,497,1408
2695,1249,110
2294,3120,1527
945,1918,1280
1246,1979,1018
2814,2876,1924
1258,2473,1410
2687,2558,1031
1350,2235,1108
2711,1785,2370
1827,2678,1400
2975,657,2832
2707,28,430
2156,2752,1631
1531,531,1486
2963,40,2973
69,1080,2053
1429,534,899
1693,1540,665
2887,1766,575
2563,2229,687
1914,2488,2834
615,623,628
2690,356,2330
1703,609,1820
1457,2564,1195
38,268,662
1723,711,1896
1253,457,1471
2988,2485,1242
255,2987,1885
2248,2108,306
1998,1753,424
3130,2612,1165
2704,2674,2369
760,295,308
1289,1637,419
385,2344,3112
2622,2350,1326
126,741,2849
1115,405,1780
1566,367,2846
2578,2551,2283
1285,1098,458
3023,1302,-1
2611,-1,-1
1619,-1,-1
36,-1,-1
1897,-1,-1
901,-1,-1
1652,-1,-1
2385,-1,-1
1058,-1,-1
1831,-1,-1
2566,-1,-1
570,-1,-1
2933,-1,-1
717,-1,-1
1648,-1,-1
2427,-1,-1
1238,-1,-1
692,-1,-1
95,-1,-1
197,-1,-1
1712,-1,-1
1260,-1,-1
2848,-1,-1
703,-1,-1
365,-1,-1
2878,-1,-1
2310,-1,-1
893,-1,-1
1311,-1,-1
2311,-1,-1
2496,-1,-1
2376,-1,-1
762,-1,-1
1880,-1,-1
1207,-1,-1
2930,-1,-1
1798,-1,-1
1120,-1,-1
686,-1,-1
209,-1,-1
3044,-1,-1
676,-1,-1
2186,-1,-1
2510,-1,-1
1160,-1,-1
1728,-1,-1
452,-1,-1
2966,-1,-1
737,-1,-1
1999,-1,-1
2241,-1,-1
2377,-1,-1
2169,-1,-1
2357,-1,-1
34,-1,-1
2716,-1,-1
106,-1,-1
701,-1,-1
2277,-1,-1
165,-1,-1
495,-1,-1
341,-1,-1
889,-1,-1
2431,-1,-1
2603,-1,-1
288,-1,-1
1421,-1,-1
1336,-1,-1
1605,-1,-1
527,-1,-1
1980,-1,-1
1027,-1,-1
929,-1,-1
155,-1,-1
791,-1,-1
2432,-1,-1
311,-1,-1
39,-1,-1
716,-1,-1
2753,-1,-1
704,-1,-1
2048,-1,-1
2438,-1,-1
1428,-1,-1
1314,-1,-1
698,-1,-1
1104,-1,-1
645,-1,-1
1000,-1,-1
2835,-1,-1
2972,-1,-1
1198,-1,-1
1629,-1,-1
3055,-1,-1
1544,-1,-1
395,-1,-1
1376,-1,-1
1681,-1,-1
2631,-1,-1
2030,-1,-1
2461,-1,-1
231,-1,-1
14,-1,-1
542,-1,-1
163,-1,-1
722,-1,-1
917,-1,-1
2850,-1,-1
2435,-1,-1
1286,-1,-1
307,-1,-1
1002,-1,-1
2530,-1,-1
1481,-1,-1
436,-1,-1
43,-1,-1
677,-1,-1
691,-1,-1
1356,-1,-1
1106,-1,-1
2843,-1,-1
2490,-1,-1
826,-1,-1
2613,-1,-1
1901,-1,-1
2193,-1,-1
2928,-1,-1
2381,-1,-1
715,-1,-1
198,-1,-1
1363,-1,-1
70,-1,-1
2865,-1,-1
394,-1,-1
329,-1,-1
2817,-1,-1
2157,-1,-1
3054,-1,-1
1961,-1,-1
911,-1,-1
2760,-1,-1
487,-1,-1
1383,-1,-1
2334,-1,-1
455,-1,-1
572,-1,-1
912,-1,-1
1304,-1,-1
2445,-1,-1
1148,-1,-1
861,-1,-1
15,-1,-1
2742,-1,-1
73,-1,-1
1931,-1,-1
1603,-1,-1
2195,-1,-1
1025,-1,-1
942,-1,-1
1606,-1,-1
1407,-1,-1
354,-1,-1
1882,-1,-1
2204,-1,-1
396,-1,-1
695,-1,-1
836,-1,-1
2872,-1,-1
2944,-1,-1
172,-1,-1
1081,-1,-1
2018,-1,-1
2077,-1,-1
1175,-1,-1
1255,-1,-1
357,-1,-1
1067,-1,-1
3006,-1,-1
2021,-1,-1
472,-1,-1
2866,-1,-1
448,-1,-1
2525,-1,-1
1358,-1,-1
2104,-1,-1
1702,-1,-1
952,-1,-1
317,-1,-1
2665,-1,-1
2006,-1,-1
2956,-1,-1
754,-1,-1
174,-1,-1
1330,-1,-1
2113,-1,-1
845,-1,-1
1366,-1,-1
2471,-1,-1
2764,-1,-1
204,-1,-1
2264,-1,-1
1855,-1,-1
2281,-1,-1
1752,-1,-1
1291,-1,-1
2762,-1,-1
85,-1,-1
1292,-1,-1
