train_indices,valid_indices,test_indices
4488,7556,8766
5434,25919,26443
7968,25159,6463
7691,547,7091
26407,23351,12153
14543,10845,13602
25960,20445,14657
15091,27113,6449
27371,15804,7355
23954,13205,14702
7113,24477,11487
8072,15029,4516
20645,4278,15105
2539,17816,28191
14037,28499,17086
164,18599,19952
10977,15666,16953
2213,2271,5995
20449,26475,3611
15874,24015,17734
11893,23835,27943
27242,23976,3551
14434,4115,10305
6185,21263,15877
21963,2711,15380
15984,19953,6130
6567,8129,7732
380,26921,22840
3488,14932,7221
10328,17794,24469
4222,870,10820
6848,24359,3940
8695,5766,8222
25858,26425,9277
21212,14578,6504
9749,7376,3725
4280,2066,20071
19193,26895,21121
28509,21882,8829
18445,14937,7315
1626,20713,6146
22631,11322,4807
24288,28243,8712
25236,6475,11123
23671,14186,5940
14530,20839,5402
28085,4321,20018
24839,22954,2078
8168,28368,8353
21206,13090,27869
2205,12564,22093
17907,16406,16507
7154,2086,20689
9315,26500,27582
3023,27548,14151
24714,5185,637
15875,21073,3892
18079,25962,23686
6926,20717,16852
14314,17971,8882
1246,8456,28424
18653,26180,14791
23684,23861,22171
13800,10919,12245
13509,21240,398
5853,25272,1436
3972,26279,4172
15385,13871,19820
24924,23007,23888
10647,7651,18942
8258,4768,10895
25940,10619,6891
14555,8970,25273
18470,22325,1606
19054,14307,7835
21822,9736,11480
20068,10627,28067
23639,4815,1596
28051,19346,25476
5699,18011,18085
14552,6283,10214
18431,25356,10375
23535,17324,10238
18100,10436,1769
16321,22207,17044
20889,10610,8245
294,14758,10336
8696,10037,11
7498,21778,9123
25364,11535,5718
27796,20555,5262
11912,2294,26662
21183,2940,2386
25294,17802,20132
13173,23654,16764
23868,6270,3075
1294,14153,19103
12800,3081,15222
11265,11950,16638
13442,26823,16477
855,12286,14709
7958,19543,28282
16140,7711,25375
25831,2703,24301
7528,26346,13738
8527,15031,5238
19126,1384,19786
5903,26439,25392
8603,18993,24998
5021,19211,7901
15243,3408,1982
10789,23182,2011
16858,18834,20723
15230,25503,10790
10390,14140,23892
18027,2055,4240
28433,9864,2476
24038,19250,16294
27446,25254,24870
8307,209,8488
26605,17929,27123
6737,13514,8109
20134,25744,19464
19633,21830,18949
20875,2554,13680
22682,28229,1334
15579,25413,2117
17522,5707,2786
25912,20021,14636
24362,24075,1341
12037,2823,24192
28337,4502,16449
22618,26707,3503
15669,7499,1874
13855,22967,9718
3983,21455,975
2886,13911,21639
10603,24767,22054
28297,2650,601
13928,12134,26488
22855,23821,2887
10930,14457,6662
18286,13026,21405
8864,1861,9579
16443,7969,4021
8301,22842,25591
17687,6303,24174
15424,18644,6153
23372,17974,14306
12263,21162,22923
4219,8957,7263
16032,19986,26310
14997,4567,359
26642,15854,4284
28569,7083,17861
2698,24687,14803
6298,14117,10150
11739,3644,23263
10885,19341,17297
19751,7183,2741
1864,24515,26050
9174,11051,13386
17791,25078,1029
26338,28497,19279
7763,18001,670
25442,22323,11273
8946,22202,905
14761,18740,23352
15683,9205,17859
23933,8060,18736
22138,21897,15864
3328,19050,26928
13896,11195,7383
15905,20309,10730
23528,3925,13721
17788,11674,23584
12045,9150,27062
22497,16434,2162
24194,17998,17668
16329,2739,607
3789,14293,14009
8562,10697,6459
15106,10465,14152
23815,14995,18119
9422,21600,20747
1486,26844,9923
25970,7146,1515
21932,8420,7814
6124,27367,1180
6596,26808,27981
21404,17328,4497
27732,13011,19074
4154,20034,7828
28292,12280,16847
1494,9865,13819
16296,5583,16749
6203,5528,11737
13405,6138,21768
27947,25814,26938
13549,9523,27476
3751,2596,16113
20447,14166,9358
20022,21982,10949
20887,27657,22642
19257,14958,17236
10986,23137,997
25184,18289,24398
28364,18050,12643
12278,22760,9912
22012,4335,12550
27731,7369,712
2906,4521,22390
13488,23281,6500
20663,18180,15650
25118,11285,10333
4781,8866,5821
1931,6939,27716
590,5667,9306
10253,2113,13348
7229,26755,27962
18258,21454,3817
7950,9094,10506
3255,23823,7778
9112,11210,10801
17281,16165,12279
23209,18593,11683
26756,3741,9571
27648,19866,8254
5037,17452,4155
18715,16791,14749
12746,25443,15344
2221,25235,5284
563,17850,15735
9514,1939,7891
1996,23703,22162
2255,18565,12620
20670,26996,4886
21780,7004,11943
17571,27001,22220
9552,23734,594
18554,17313,20201
25659,10297,17695
28082,20209,8625
5755,8091,22419
11601,1935,9948
23792,17005,23331
12433,4790,19796
21947,15794,21984
24707,25696,27552
493,26708,22391
15118,8491,24616
27177,19100,11541
10706,9904,24734
16206,6887,10967
25658,13702,4133
14330,18671,1593
13123,25400,22300
253,16651,22734
5137,972,13648
24136,9991,9134
1240,14234,24915
16806,1590,17823
4094,18809,3638
8441,21935,17635
16842,7995,20786
10637,7972,26052
3980,28024,15158
17165,3303,26455
13778,27171,17241
17943,24888,6224
2699,26351,22834
12819,25976,7321
7430,10852,26382
10437,27885,12676
1865,25964,19081
16594,12385,10219
5456,685,10518
4518,10827,15181
19296,345,27322
9433,15132,17869
23299,6574,28475
8853,6846,4117
10750,9206,13232
11024,25171,19043
6266,27694,28313
23730,4952,16565
25355,22754,21032
18587,11204,8713
10021,20333,25401
20585,10617,5047
897,12762,6588
1514,7655,21711
27974,15657,26721
5412,495,22935
19494,28393,26380
17177,1564,5467
15542,5736,445
3518,17030,20145
23897,33,24373
9221,27396,15798
17352,20914,11078
3381,2622,10539
20955,24374,14487
28264,4771,3240
23931,15767,8058
17940,18497,20728
3304,4676,17037
11437,26316,6440
18919,1329,22288
20156,23877,11936
25798,5110,11426
10110,11646,2424
5183,7758,525
28434,14800,23175
2627,19059,10347
19404,1379,4958
24169,24584,1722
26675,24748,3647
18275,23033,21118
18705,11191,7174
25150,26912,25132
25596,4612,8934
18466,12028,3386
1916,17760,12624
8842,7019,8874
19513,7652,10714
26289,23907,23720
23213,3829,5865
22278,8103,18171
1483,25298,20067
2861,533,978
2079,16331,13096
28407,26977,22092
21093,22379,20345
10128,12270,2522
4865,2954,5282
478,27944,16846
10501,22818,15357
17633,511,14260
11808,11274,24733
21568,3356,242
21224,7201,17428
17908,1163,16362
21816,11519,26711
20052,8286,2715
931,23994,13710
22407,12836,15706
26403,22084,12740
10740,13138,27633
22630,24613,27292
10344,6467,25710
14010,22870,25555
15888,14522,18690
20630,7690,9513
2912,21529,11180
26204,7469,6259
13720,13955,23706
3780,3862,10243
23597,5579,7157
8418,225,9803
11082,26736,7795
8721,5418,9292
6225,24396,25928
14411,5835,13995
7127,12948,10831
145,20195,13043
4407,4689,28310
13086,23982,19846
9914,22051,3321
19975,13621,14344
622,16567,17680
3018,21967,18886
25746,3179,23934
17336,17093,14541
23651,5135,7002
4544,19226,16838
24564,12919,19950
17304,18366,9993
8909,925,761
11435,17639,11434
19970,6589,24663
14554,18594,17995
9502,24781,18143
8592,22094,12802
15074,22619,4188
27600,13673,26135
21357,23093,27895
12562,702,23304
19475,15156,28392
16225,12183,795
4842,9882,19377
8584,11857,20517
26597,18195,9168
13920,3891,7590
24017,15847,24379
17477,28266,14
11188,27364,12769
21500,8689,16913
10165,5390,13142
13603,16300,25910
14928,20676,21734
1169,4265,10642
629,717,27497
11710,28006,3051
22872,21055,23455
20256,17783,20868
12638,20187,13523
8435,1557,24602
6806,10308,8548
3702,11959,2933
8343,10671,19032
11287,2644,8684
28268,27492,28343
18146,26693,21785
15513,8765,22683
16167,22470,18957
9305,28362,18059
7345,755,12338
26555,12795,26576
7205,13932,22048
3333,25197,19579
6753,168,15853
1971,20986,3674
23653,25860,2176
27063,7813,25087
15187,1867,27027
27767,3108,22900
4845,3435,3777
26217,11868,19647
8574,6276,4660
4814,17560,6421
2020,19472,26247
18029,16159,14100
5383,10131,9505
9232,23964,2909
27982,7665,20529
18771,17547,21869
23230,25987,25287
25907,26956,3213
7923,3697,7233
21007,22448,20324
4784,14888,2589
10283,11165,16360
5497,14850,16662
26879,17265,21596
8078,1628,2562
9899,9111,18888
3643,14223,9843
26664,13280,21933
8025,25149,13841
5593,9336,9698
23790,27935,736
3718,19445,8389
14528,19713,16506
10816,1805,11929
7874,25877,21849
21563,20189,24277
22439,5310,1081
8130,27346,25212
16,4451,22394
15965,19828,4531
12617,3923,10969
26045,24890,994
24457,25588,23739
24607,21364,9203
6678,22722,15097
19605,19129,15007
19726,1791,17916
20387,2392,24716
15885,6559,26558
17213,4925,22474
12239,1141,4423
4873,16504,24984
20326,2814,27428
6047,10022,10020
25176,17757,5678
14031,22388,16812
11330,23023,22651
12656,13655,20860
7307,5211,21615
18763,6804,1507
17503,24740,19632
12881,21046,6837
6735,22564,18057
23162,15494,16323
3264,28257,21492
20734,18043,1269
996,6247,17186
1730,24060,4090
12493,22258,7840
16053,2181,14852
23500,14098,742
8339,9690,20788
25693,472,9707
8525,12200,24299
7248,8274,14416
25723,21271,5668
18832,4587,3231
14369,21416,14075
22011,20438,19286
21141,25464,7025
13008,4608,12478
23869,21560,255
16979,10874,7037
27696,6299,18837
6152,8016,13124
27305,8577,28533
7641,497,9406
9999,10023,15519
28332,4670,13654
6126,17308,5978
23321,23241,17490
20116,22826,26659
2060,15242,26042
4382,9057,23416
14286,20141,25999
28259,19974,358
15906,12751,8790
23953,19781,10450
14692,13104,25664
22814,16654,20046
12893,17576,21412
27867,3481,2563
9623,4995,13015
2950,1151,12133
14685,8242,23511
2808,2820,24322
8828,23664,4824
24284,4838,25847
4514,2148,26432
1871,25001,3136
2411,27470,16677
23801,13415,5847
7018,9816,2425
6371,26133,8846
17170,8798,17884
21194,8840,14512
25452,24538,17169
25,20267,23825
21784,6690,28177
18301,14315,19891
5151,15968,171
7114,8434,27972
3599,7344,20350
3262,18369,27395
20164,1460,683
9567,9054,27109
10990,8131,10258
14114,17226,24438
8892,8169,16417
23486,23830,27622
3609,1289,16588
21310,28005,13162
1017,25956,16397
90,12322,20640
27142,10285,8263
3752,4302,12184
26212,19660,20553
17132,96,26797
777,25268,27642
27087,6028,20895
2557,26680,22752
2340,4079,6328
15534,21790,2239
2759,27540,17048
3824,15818,53
2343,8155,16240
24493,5651,28469
20963,4046,20755
27938,20859,8293
952,8312,3397
14499,2780,2556
14984,10121,19823
24612,4182,21747
1397,26829,21760
24213,27850,8841
3189,7065,4835
12418,18950,11240
4343,13741,9266
18641,2402,26358
20298,4048,13857
11778,6706,23439
1452,10677,25952
14875,20549,26295
19680,3531,27663
