train_indices,valid_indices,test_indices
1254,1813,2088
1870,2520,1907
1239,644,1029
3092,1164,465
3017,1179,542
2919,91,275
3039,1669,1551
2519,2616,1840
850,2642,55
1351,816,1858
3113,1911,1781
748,635,258
1882,1730,2812
2822,407,1632
1213,1878,1007
98,110,224
2187,179,2717
132,1965,2446
2072,2775,1083
2134,105,210
2250,1190,2459
894,1841,169
1229,860,487
1659,1885,2243
2021,1285,1718
1842,261,1168
1776,2976,1505
757,158,1183
362,76,2861
856,2693,3062
2545,1587,1199
2474,1182,1586
1192,1378,1606
3047,3035,2203
1715,1949,557
284,1602,799
822,1719,30
1248,690,2645
1936,1901,1184
201,819,1278
501,1077,914
659,1909,2284
1120,15,2799
2826,1293,2024
1831,1646,2959
564,116,104
1249,2318,1063
2461,2454,2555
2569,369,1706
2289,1692,1076
1903,979,630
1363,423,1536
1210,2442,1802
1554,3130,2595
1356,1013,634
115,1464,78
1042,1749,387
84,637,1860
217,879,138
2258,372,1075
3031,521,1150
2975,537,1320
102,2591,768
1418,1828,112
2000,2760,2217
2648,2864,446
845,1803,1126
185,1761,580
675,1656,2184
2169,2796,1814
2651,212,124
3127,2740,2614
2423,2327,2677
2570,2742,394
2559,525,831
376,10,444
1722,366,1045
1508,267,2647
13,846,255
1028,2387,641
2801,562,236
101,4,1471
677,468,381
1289,513,184
2827,602,2531
1206,1373,737
981,1671,937
1262,2537,545
2797,2132,2527
87,18,526
2340,2877,1712
1983,2355,1826
524,1365,2356
27,817,2389
1054,279,1707
2839,2950,1558
2008,2164,1950
2111,373,328
2734,1324,1854
738,720,1682
207,719,1665
3036,2493,2594
1947,2492,2946
2784,2018,2172
1390,944,288
428,561,1799
2854,722,687
1372,771,2128
1568,2005,1605
1468,1683,121
829,306,3115
2530,1312,2942
2789,991,905
2402,1430,16
502,2035,1989
3061,1001,1767
1118,1997,849
1791,774,1334
1738,2511,527
2332,640,697
1700,422,2032
2489,1327,3116
1228,2023,1488
1615,1612,2856
58,2037,135
670,2148,204
1300,412,166
2868,2198,1981
332,1266,2759
1557,1090,480
575,791,2219
2732,2168,842
756,1574,569
553,3013,2065
415,2977,876
3122,666,2773
1503,1064,1827
820,1633,2363
2118,2464,2272
965,787,1187
1906,2931,2061
3069,77,1032
2045,2881,1668
2907,2216,2679
361,2138,763
511,202,3090
2802,492,1919
1932,656,1561
1314,1948,1335
251,800,266
2210,2702,520
1768,1368,379
146,1052,1400
129,841,2903
195,198,1974
466,2859,2043
439,1676,2496
3106,2819,259
3059,252,2385
1189,97,1240
968,903,1377
53,1883,2467
3087,1515,460
1009,427,1532
874,221,367
2860,1169,726
1388,2270,1528
1301,804,1670
2610,312,2556
1900,692,2811
2102,576,99
1613,3100,3032
653,3076,1401
2343,2661,1765
3000,1303,21
2267,811,107
962,2844,3120
840,137,806
661,160,2630
2878,510,579
1693,1759,1343
1447,1918,2739
770,3002,997
2046,1541,1383
1886,2399,2075
3091,1639,2522
1562,2003,2650
618,2125,2322
2479,2074,2140
2984,1209,2441
1348,442,2201
2927,2228,654
1454,2821,2369
2436,1331,2181
1531,1845,393
2669,2204,769
955,2306,1726
2896,416,785
2059,64,2932
140,1504,684
594,1622,1961
614,111,1167
2562,2328,1787
1243,1478,679
2735,2180,2124
2315,2728,3048
2514,2029,45
1795,2503,755
228,2653,2935
1824,2638,1302
1395,1898,1926
9,3099,2281
2490,2617,2933
2472,2276,2961
1575,1451,1170
61,1044,311
581,517,1614
2686,2119,2143
2712,39,2300
2321,2794,703
1424,2147,2995
548,603,608
783,2852,1074
1890,592,636
289,514,533
2865,1443,2274
1801,2240,1497
3137,181,1068
2635,2116,2236
2954,1360,1420
2042,403,2142
318,2684,1786
550,2341,1161
505,1789,1308
2641,2268,449
2062,2445,364
1856,2560,241
1481,1499,81
2705,3068,2989
2178,2202,1008
285,79,2895
1394,324,2112
765,776,1426
365,3066,895
2920,3034,2089
1982,2656,2293
2394,1043,753
534,1644,399
2326,1635,2662
1385,2041,33
503,2311,472
437,2879,1160
330,2234,1465
1773,1129,1112
250,660,699
1188,3011,1004
1369,2601,483
2333,354,938
567,119,1589
1703,2251,152
2723,2981,2230
1125,2283,196
1191,2585,2048
1744,1108,665
1957,2918,571
309,1279,2541
2629,1247,164
648,2762,2815
345,2926,1685
2039,847,1740
1367,262,861
821,696,519
126,1696,555
1793,2482,1268
3102,1197,2916
2750,995,2426
282,1484,3105
1153,2535,142
1756,715,2100
232,906,1017
1095,2419,1339
438,973,2874
464,2940,2706
3114,2019,818
536,3082,245
2980,1794,607
708,1800,1640
1446,2477,2582
1539,2745,17
1057,912,2625
736,1081,1920
1978,1563,1928
2404,975,3040
186,2500,2572
732,3081,215
2115,2628,1564
1175,2393,2820
1467,3064,2229
2347,395,211
1780,3071,1037
310,989,1326
884,2516,2828
925,1066,2945
2183,1375,1338
2067,2136,2695
301,2199,1560
2964,1473,1441
1782,2481,2242
655,68,447
1689,143,2674
1908,497,1864
1469,2408,1571
1953,2960,297
1202,1381,1631
1362,627,1208
1444,1962,1053
2200,2505,685
782,2633,1959
1641,1758,2177
2509,2191,500
1844,546,54
155,2602,2161
1829,890,1956
1662,2814,1830
1364,1290,392
2083,2731,2449
494,2107,1529
1019,943,300
2248,2312,1509
1526,2575,1429
2082,873,777
187,2431,1261
139,2782,1544
2084,2581,338
2336,2753,1762
1969,1115,1513
1834,531,1652
1352,157,1755
165,1525,2934
348,584,1113
1038,539,1417
243,967,2660
658,1337,2401
3004,523,231
2772,1502,205
1625,657,2372
2027,2291,2097
1212,798,2020
2205,1088,2257
57,2668,1543
2101,1116,593
2220,1941,2104
113,2690,2894
1172,2886,5
2675,1355,586
1922,786,2991
452,1594,1232
1723,2263,2790
2649,2563,2494
1078,2378,2857
1607,2416,1408
1673,2044,1869
1798,3077,2417
1699,1177,1309
878,3055,509
1570,356,2627
2609,929,2588
1325,1863,1933
3126,48,2923
2634,1114,2478
2466,1222,380
1079,1181,761
956,226,1546
130,961,1496
836,1434,885
709,230,303
96,2552,1623
2993,178,1697
2422,924,2334
2337,234,2212
1304,2166,2348
1466,1099,1651
2047,1879,1200
759,596,2557
747,3058,3089
3125,264,1445
2081,1968,898
2963,1321,2206
2863,1048,2924
508,2126,1275
1966,1958,391
2359,1627,2324
2780,1235,1667
1754,2909,3003
2188,1281,203
2724,1533,3109
872,1282,928
1852,2921,1070
109,3018,162
631,2544,2889
3083,682,1778
2685,2320,471
467,1027,66
2265,2507,59
2546,1353,2368
1736,144,837
2329,2824,2508
1218,2133,2598
1258,3023,2150
645,2146,1851
1790,862,2567
2440,1588,932
1579,2532,413
1071,1811,2253
1721,2829,194
1104,803,2271
2867,1393,1207
2593,1888,1530
864,2746,2539
704,1788,1100
1072,1960,2696
1976,2275,1893
1152,2383,1260
2103,1820,56
706,946,2908
559,712,2825
518,1732,445
1516,869,63
1912,374,223
1415,2255,2130
2349,286,1591
1666,342,2297
2301,1688,1086
1149,974,1412
1065,1242,2584
421,270,1674
248,2747,1291
1601,870,88
2770,1578,24
1871,1655,686
1016,2158,2967
29,2071,128
633,1230,1915
506,857,1861
2036,1055,1433
1964,1098,844
1234,1517,197
1361,2885,2443
1024,3029,902
1011,2953,1866
1752,316,1067
1121,2256,1438
1357,2420,2357
283,1701,200
595,2983,2225
868,728,34
1648,1105,1146
1548,271,1552
2108,830,2226
1472,2437,2891
852,2247,1486
2002,1292,688
141,1848,26
2189,2831,2473
2779,2012,1124
40,2757,2129
2765,858,1448
2979,1963,1993
1599,600,1396
2978,2154,583
167,2049,-1
900,-1,-1
2992,-1,-1
1023,-1,-1
1987,-1,-1
199,-1,-1
2624,-1,-1
2484,-1,-1
2305,-1,-1
959,-1,-1
2309,-1,-1
530,-1,-1
2830,-1,-1
1307,-1,-1
1506,-1,-1
1269,-1,-1
1572,-1,-1
1294,-1,-1
3112,-1,-1
1107,-1,-1
3063,-1,-1
2951,-1,-1
2458,-1,-1
461,-1,-1
904,-1,-1
1122,-1,-1
1805,-1,-1
2997,-1,-1
650,-1,-1
598,-1,-1
2316,-1,-1
2930,-1,-1
1297,-1,-1
2435,-1,-1
2517,-1,-1
216,-1,-1
2972,-1,-1
1522,-1,-1
2073,-1,-1
2407,-1,-1
1618,-1,-1
1127,-1,-1
1895,-1,-1
486,-1,-1
3038,-1,-1
1284,-1,-1
1923,-1,-1
1117,-1,-1
2137,-1,-1
1414,-1,-1
717,-1,-1
1332,-1,-1
1386,-1,-1
2176,-1,-1
2862,-1,-1
329,-1,-1
1991,-1,-1
1540,-1,-1
556,-1,-1
2064,-1,-1
2904,-1,-1
360,-1,-1
2968,-1,-1
1136,-1,-1
2807,-1,-1
2974,-1,-1
574,-1,-1
2849,-1,-1
1171,-1,-1
797,-1,-1
999,-1,-1
838,-1,-1
225,-1,-1
1195,-1,-1
1413,-1,-1
2899,-1,-1
1231,-1,-1
693,-1,-1
2406,-1,-1
2077,-1,-1
578,-1,-1
1154,-1,-1
734,-1,-1
2038,-1,-1
2501,-1,-1
47,-1,-1
2175,-1,-1
622,-1,-1
1930,-1,-1
945,-1,-1
936,-1,-1
2691,-1,-1
408,-1,-1
180,-1,-1
2550,-1,-1
2542,-1,-1
219,-1,-1
2444,-1,-1
3046,-1,-1
1596,-1,-1
590,-1,-1
2606,-1,-1
41,-1,-1
2254,-1,-1
2955,-1,-1
2929,-1,-1
1821,-1,-1
337,-1,-1
2447,-1,-1
1924,-1,-1
731,-1,-1
853,-1,-1
2079,-1,-1
939,-1,-1
2246,-1,-1
2836,-1,-1
992,-1,-1
933,-1,-1
2913,-1,-1
1545,-1,-1
827,-1,-1
2295,-1,-1
620,-1,-1
2729,-1,-1
780,-1,-1
2643,-1,-1
2982,-1,-1
987,-1,-1
1846,-1,-1
2400,-1,-1
3136,-1,-1
3104,-1,-1
1582,-1,-1
239,-1,-1
474,-1,-1
339,-1,-1
2371,-1,-1
1215,-1,-1
529,-1,-1
1971,-1,-1
2364,-1,-1
587,-1,-1
1583,-1,-1
1034,-1,-1
604,-1,-1
863,-1,-1
1735,-1,-1
1775,-1,-1
1921,-1,-1
2576,-1,-1
3019,-1,-1
2434,-1,-1
1992,-1,-1
1702,-1,-1
2608,-1,-1
86,-1,-1
183,-1,-1
2090,-1,-1
2971,-1,-1
2939,-1,-1
457,-1,-1
2809,-1,-1
22,-1,-1
2480,-1,-1
2583,-1,-1
1145,-1,-1
2623,-1,-1
2663,-1,-1
897,-1,-1
649,-1,-1
2603,-1,-1
355,-1,-1
43,-1,-1
2574,-1,-1
1637,-1,-1
319,-1,-1
2190,-1,-1
2193,-1,-1
2621,-1,-1
947,-1,-1
2947,-1,-1
1733,-1,-1
1687,-1,-1
1609,-1,-1
2529,-1,-1
430,-1,-1
1178,-1,-1
2707,-1,-1
741,-1,-1
1520,-1,-1
2290,-1,-1
1392,-1,-1
2549,-1,-1
1753,-1,-1
625,-1,-1
733,-1,-1
2710,-1,-1
2620,-1,-1
573,-1,-1
2433,-1,-1
2670,-1,-1
2523,-1,-1
984,-1,-1
453,-1,-1
2279,-1,-1
2186,-1,-1
2680,-1,-1
1728,-1,-1
1272,-1,-1
1298,-1,-1
484,-1,-1
1698,-1,-1
2652,-1,-1
1710,-1,-1
2578,-1,-1
642,-1,-1
504,-1,-1
1931,-1,-1
206,-1,-1
2249,-1,-1
2277,-1,-1
2521,-1,-1
2294,-1,-1
815,-1,-1
2245,-1,-1
3123,-1,-1
2280,-1,-1
1084,-1,-1
125,-1,-1
2687,-1,-1
2743,-1,-1
810,-1,-1
191,-1,-1
1628,-1,-1
512,-1,-1
1450,-1,-1
2412,-1,-1
2599,-1,-1
1716,-1,-1
499,-1,-1
1442,-1,-1
2944,-1,-1
953,-1,-1
825,-1,-1
1277,-1,-1
2424,-1,-1
1456,-1,-1
754,-1,-1
150,-1,-1
317,-1,-1
889,-1,-1
272,-1,-1
723,-1,-1
2087,-1,-1
1654,-1,-1
1103,-1,-1
498,-1,-1
793,-1,-1
1379,-1,-1
426,-1,-1
2526,-1,-1
896,-1,-1
3067,-1,-1
954,-1,-1
2730,-1,-1
551,-1,-1
1246,-1,-1
1973,-1,-1
3075,-1,-1
2711,-1,-1
1462,-1,-1
2708,-1,-1
83,-1,-1
46,-1,-1
1748,-1,-1
1404,-1,-1
298,-1,-1
750,-1,-1
2777,-1,-1
951,-1,-1
848,-1,-1
434,-1,-1
347,-1,-1
1611,-1,-1
1340,-1,-1
1423,-1,-1
1629,-1,-1
1720,-1,-1
1988,-1,-1
106,-1,-1
609,-1,-1
1204,-1,-1
2911,-1,-1
49,-1,-1
176,-1,-1
908,-1,-1
855,-1,-1
2694,-1,-1
2350,-1,-1
535,-1,-1
1686,-1,-1
493,-1,-1
1457,-1,-1
2636,-1,-1
2215,-1,-1
2452,-1,-1
3085,-1,-1
1535,-1,-1
3007,-1,-1
3,-1,-1
664,-1,-1
2764,-1,-1
1489,-1,-1
2491,-1,-1
308,-1,-1
145,-1,-1
964,-1,-1
2996,-1,-1
2365,-1,-1
1880,-1,-1
2714,-1,-1
2808,-1,-1
1151,-1,-1
2783,-1,-1
1653,-1,-1
1041,-1,-1
1265,-1,-1
1955,-1,-1
751,-1,-1
1220,-1,-1
1874,-1,-1
1437,-1,-1
1490,-1,-1
14,-1,-1
265,-1,-1
2700,-1,-1
2676,-1,-1
1147,-1,-1
485,-1,-1
1875,-1,-1
1518,-1,-1
2564,-1,-1
136,-1,-1
678,-1,-1
1102,-1,-1
730,-1,-1
2666,-1,-1
1760,-1,-1
1751,-1,-1
2070,-1,-1
1495,-1,-1
2345,-1,-1
2682,-1,-1
2238,-1,-1
1565,-1,-1
409,-1,-1
1996,-1,-1
2450,-1,-1
1494,-1,-1
2837,-1,-1
2162,-1,-1
2453,-1,-1
1527,-1,-1
882,-1,-1
2786,-1,-1
1224,-1,-1
2637,-1,-1
1346,-1,-1
2009,-1,-1
621,-1,-1
470,-1,-1
1675,-1,-1
1944,-1,-1
2958,-1,-1
220,-1,-1
2640,-1,-1
591,-1,-1
3111,-1,-1
1359,-1,-1
1581,-1,-1
397,-1,-1
2900,-1,-1
1806,-1,-1
1817,-1,-1
1039,-1,-1
2261,-1,-1
1660,-1,-1
287,-1,-1
1745,-1,-1
2273,-1,-1
809,-1,-1
814,-1,-1
3121,-1,-1
901,-1,-1
2330,-1,-1
638,-1,-1
1954,-1,-1
826,-1,-1
2173,-1,-1
51,-1,-1
2671,-1,-1
2342,-1,-1
229,-1,-1
1354,-1,-1
1276,-1,-1
278,-1,-1
491,-1,-1
1374,-1,-1
496,-1,-1
2970,-1,-1
249,-1,-1
745,-1,-1
1345,-1,-1
2033,-1,-1
2030,-1,-1
917,-1,-1
632,-1,-1
2832,-1,-1
1093,-1,-1
1741,-1,-1
1647,-1,-1
2381,-1,-1
2573,-1,-1
182,-1,-1
1036,-1,-1
246,-1,-1
2145,-1,-1
2966,-1,-1
358,-1,-1
2667,-1,-1
2013,-1,-1
2884,-1,-1
477,-1,-1
170,-1,-1
560,-1,-1
2673,-1,-1
147,-1,-1
476,-1,-1
1470,-1,-1
2792,-1,-1
1977,-1,-1
2098,-1,-1
611,-1,-1
82,-1,-1
2755,-1,-1
880,-1,-1
3132,-1,-1
2771,-1,-1
1384,-1,-1
2566,-1,-1
1942,-1,-1
1984,-1,-1
570,-1,-1
1196,-1,-1
2163,-1,-1
1344,-1,-1
735,-1,-1
1287,-1,-1
80,-1,-1
2432,-1,-1
2554,-1,-1
2017,-1,-1
2310,-1,-1
1130,-1,-1
269,-1,-1
1994,-1,-1
1763,-1,-1
1714,-1,-1
2409,-1,-1
1250,-1,-1
919,-1,-1
662,-1,-1
1573,-1,-1
36,-1,-1
2403,-1,-1
1935,-1,-1
1318,-1,-1
3030,-1,-1
824,-1,-1
1636,-1,-1
2726,-1,-1
1916,-1,-1
133,-1,-1
2304,-1,-1
8,-1,-1
711,-1,-1
1002,-1,-1
2050,-1,-1
1264,-1,-1
1323,-1,-1
986,-1,-1
1838,-1,-1
619,-1,-1
148,-1,-1
233,-1,-1
1621,-1,-1
1663,-1,-1
450,-1,-1
1286,-1,-1
2069,-1,-1
1350,-1,-1
3010,-1,-1
313,-1,-1
2823,-1,-1
2465,-1,-1
1109,-1,-1
1370,-1,-1
2421,-1,-1
244,-1,-1
2644,-1,-1
1194,-1,-1
2965,-1,-1
1872,-1,-1
1836,-1,-1
941,-1,-1
2194,-1,-1
952,-1,-1
1638,-1,-1
606,-1,-1
424,-1,-1
1317,-1,-1
1764,-1,-1
1681,-1,-1
2851,-1,-1
1480,-1,-1
153,-1,-1
1,-1,-1
2804,-1,-1
2733,-1,-1
2361,-1,-1
2398,-1,-1
2835,-1,-1
28,-1,-1
1524,-1,-1
1097,-1,-1
3044,-1,-1
441,-1,-1
1111,-1,-1
1244,-1,-1
1597,-1,-1
1030,-1,-1
1853,-1,-1
714,-1,-1
1060,-1,-1
2957,-1,-1
507,-1,-1
1664,-1,-1
1141,-1,-1
948,-1,-1
50,-1,-1
2213,-1,-1
3015,-1,-1
1917,-1,-1
2880,-1,-1
425,-1,-1
935,-1,-1
1779,-1,-1
2455,-1,-1
700,-1,-1
2985,-1,-1
2207,-1,-1
1717,-1,-1
1211,-1,-1
2781,-1,-1
2122,-1,-1
758,-1,-1
2080,-1,-1
772,-1,-1
242,-1,-1
2430,-1,-1
764,-1,-1
327,-1,-1
528,-1,-1
2524,-1,-1
1316,-1,-1
2589,-1,-1
2605,-1,-1
3024,-1,-1
1873,-1,-1
2870,-1,-1
2683,-1,-1
2778,-1,-1
390,-1,-1
2456,-1,-1
1783,-1,-1
1482,-1,-1
1096,-1,-1
222,-1,-1
363,-1,-1
1523,-1,-1
3098,-1,-1
639,-1,-1
1349,-1,-1
305,-1,-1
886,-1,-1
2873,-1,-1
1238,-1,-1
1672,-1,-1
2756,-1,-1
2196,-1,-1
1970,-1,-1
2159,-1,-1
828,-1,-1
1018,-1,-1
958,-1,-1
320,-1,-1
1711,-1,-1
2094,-1,-1
779,-1,-1
156,-1,-1
746,-1,-1
1566,-1,-1
1405,-1,-1
451,-1,-1
1810,-1,-1
1310,-1,-1
1387,-1,-1
1012,-1,-1
2390,-1,-1
2171,-1,-1
1975,-1,-1
7,-1,-1
1158,-1,-1
1661,-1,-1
163,-1,-1
340,-1,-1
3103,-1,-1
2066,-1,-1
1849,-1,-1
1449,-1,-1
