train_indices,valid_indices,test_indices
27334,15954,5025
28020,41574,18797
30646,26626,27371
36239,32727,26057
39522,34089,10788
8843,26420,1365
27350,17701,33194
34222,34928,32543
11592,891,29267
21358,30861,39294
41022,13349,10892
33892,29347,6902
36899,5941,11973
3920,6411,25623
31652,31968,5649
19441,27597,7527
3066,42199,5698
21164,26864,3100
10274,38238,17632
18419,18401,37904
28606,37245,6943
4704,38512,25719
25528,28187,3136
35959,7711,37254
34887,17588,3939
12804,10530,30201
37165,10131,30763
12170,21508,32395
14972,5883,5267
11352,41434,37309
576,8697,34678
13185,39562,41738
33950,1266,19462
33831,26551,12152
19372,25792,27596
33887,33850,31831
22421,4636,16733
9443,42862,11421
41785,41169,7222
12840,37196,9795
18935,27422,20380
26904,23014,22942
9288,23860,10197
38171,13309,20466
27293,9800,30218
16343,38473,32420
4945,27911,15111
39774,14730,33810
2892,30903,6343
41195,23712,42729
20338,11211,27028
8405,2525,1221
31088,26912,3877
31793,22365,8870
22557,3155,17451
41071,10534,23224
37517,32306,30749
23353,17573,18712
9055,5176,18979
6815,24810,40949
1224,35936,31649
24356,25831,22024
6630,23558,5019
11002,30510,42243
8965,40427,38682
13009,10080,58
14286,42460,2921
20334,41152,881
1022,33233,20440
34316,34173,26699
36908,18429,20129
39678,30102,20445
2004,19242,1155
13014,27105,32729
8867,14021,6585
30583,7404,23509
40240,40320,20144
19543,11761,28605
30579,6999,25091
22636,34275,32467
12392,17934,1214
36452,27679,9549
27569,35998,28753
8619,14059,17745
31933,12332,22948
10968,24281,33556
27226,18581,25655
38550,10496,23436
39090,1641,17681
7300,2666,24093
5010,13115,18752
3855,5681,3191
14518,28005,22616
24907,37910,6027
16934,30497,7713
23559,21899,11135
12158,10930,22140
18713,33891,4597
15791,29192,21322
11241,26203,29736
15409,24739,2386
16660,22344,13898
25259,7508,840
21628,39144,39210
28938,24851,4678
30027,13545,15206
38308,7031,9335
12622,2430,26437
389,8316,23887
2221,13658,22503
2951,14614,26543
12593,37622,30003
41368,14743,40129
8380,7768,37592
34098,18320,32821
23611,20650,12346
26672,9520,23319
17741,41241,6126
4612,42429,23015
2604,20213,19547
1458,2619,9696
12625,36786,42160
2214,6252,42735
29596,671,24115
23556,4366,6459
18535,15421,5652
30506,7392,37765
18248,7631,12747
23161,2246,27846
11073,7085,7340
12632,38632,2778
7926,20630,36538
36656,2658,25814
25780,39222,1623
7331,14348,22267
39066,28527,19870
23951,11779,36047
25803,21533,24075
36800,32168,9507
11785,15714,12077
7459,22870,24494
35012,28879,10349
33704,7254,29764
16173,34357,13263
8753,35748,25864
1926,17766,17446
20032,25930,5149
10510,9889,12957
1432,7266,32921
32257,11285,28459
15138,11945,24632
41457,16370,41601
15363,5555,3917
481,5037,29066
17849,1563,26988
8083,3734,40481
830,13538,32517
41271,13293,39943
11625,22957,12554
11915,5613,12049
39098,42276,722
40176,5143,3951
41742,26938,18415
33045,41668,40589
6451,32802,10155
26388,34283,14040
25903,7472,25379
4958,28059,28928
24653,5059,27062
20944,27355,34938
21084,27928,19966
9992,23240,5907
26279,37958,41679
30720,25028,42126
8993,13409,10031
10154,38913,21759
8039,18424,31143
40179,40422,18688
33128,18447,37184
7562,19204,3102
5239,2799,20648
25925,27320,97
10493,26466,29234
6306,20309,6597
42817,9782,17978
6679,38901,14428
37972,590,9973
17695,20791,37501
19638,11466,36175
7548,28211,5078
35264,7888,20955
35776,38247,17788
29829,3106,40854
13242,29825,21648
8129,20347,12732
42272,33815,24042
15100,16948,38024
26749,38669,39915
26150,37754,19171
38804,21901,9579
26554,31228,14732
35097,18323,42377
15045,8945,30647
22039,42393,12917
12301,18176,10816
18606,26530,15365
9007,30906,29558
237,19764,35385
20277,36714,24982
34861,15866,14178
38077,32204,2837
32494,41754,38518
16086,41779,15913
24740,31704,36934
37157,7464,31123
39987,27721,9073
24831,25711,31029
28079,15354,15990
31005,29911,38986
1293,36488,17581
16043,29316,19790
28032,36340,33345
28700,8216,41608
38228,10214,6129
17755,19756,32007
3030,30980,14020
4460,30596,28995
11633,21254,13050
14884,24247,17368
21213,31836,28914
35359,14163,21049
31039,41346,27394
4632,28357,42785
39016,19488,9333
2156,22322,19405
29133,17425,10406
15692,12894,37921
2119,42658,25173
9221,38631,35962
30732,33089,9167
29222,10603,32239
10268,3699,16636
4312,4788,1998
38353,19287,30117
6033,12125,35476
36695,19856,2099
3112,14639,33800
13873,14324,973
28847,20823,14944
17365,646,21286
40688,30415,1013
3987,22326,18915
28486,25223,1391
13262,28574,40012
4978,40544,4146
25158,11222,27981
18970,38105,40217
30030,6649,31524
5137,15274,37299
36745,29340,1014
39336,21940,25904
16720,6700,941
27147,13868,21714
3340,42383,27554
35765,41178,120
14083,28562,7917
33324,17022,4338
31150,2140,1440
26187,19895,36597
7381,29464,17678
12239,8250,1700
7358,19058,4318
1784,12141,5230
33442,13978,42579
2798,38888,37758
25457,27467,25135
41831,35699,35434
8525,6158,1501
22447,36570,8022
21814,7407,41719
4986,15304,24692
40537,22830,28878
3743,41723,40682
5953,24140,14755
6718,41997,4578
11461,29102,10874
5584,29105,407
8426,13100,16535
26833,37287,27112
11504,16251,10923
24254,22160,30310
22033,29163,21920
4493,33080,29837
20772,393,38426
8320,42237,35965
23802,1373,34574
2883,41219,14852
16569,42547,24975
36397,27014,4444
40702,42596,1991
19302,30055,24899
29768,19728,14023
35167,28108,31879
41884,33270,35954
9602,42646,40831
1995,2887,34527
27219,2611,36420
36462,12447,27501
20707,16515,23652
34450,12017,15911
27314,17401,28787
27198,3869,20971
29855,15938,3489
1868,2597,36268
39460,30056,39443
5830,5860,34067
2713,13648,18357
9905,38155,36580
35576,19886,2795
21302,12906,22441
42058,4865,29907
17825,29527,37453
20219,26282,10713
12550,38401,14479
36679,22360,30982
21499,37566,30414
434,31085,40445
20300,7972,6725
13477,7433,30693
18658,1147,14537
20549,39123,4864
5057,37809,18328
21141,30813,22761
10190,14136,6823
8185,40746,16896
32632,22301,39911
40538,37273,20410
20996,18881,30932
1631,26386,5656
30539,32311,37992
26066,35752,778
19565,32445,5513
32392,39515,36400
38602,29995,19148
26065,20624,2805
28719,42483,28661
24343,42685,5136
25250,34820,37418
3727,2519,39809
35188,41050,24159
21265,374,37784
28281,2860,16810
15546,23125,37643
6001,894,1898
23306,34964,34323
8229,6687,28754
16283,31607,2913
15107,26213,30633
21106,33488,2021
33239,22685,6600
14542,92,32091
26474,11163,22023
17193,12476,15971
41078,1342,24682
42153,18161,40363
29532,1494,28533
32183,11853,25156
26073,18217,31292
30356,28360,12395
33372,8358,20882
26128,20483,11672
281,28170,27733
24874,39348,29113
18917,182,24817
2132,36701,14759
23660,18913,3367
38501,1288,7162
32075,24979,32238
1223,6108,5608
2707,11770,1911
39777,29503,12629
32426,755,36923
6637,592,4902
4161,27899,35618
40990,26337,14589
21765,8996,28087
8794,41013,29048
4786,31681,14338
41757,16016,16477
29055,26448,1556
19332,8907,2577
20352,15435,2013
15364,19841,40847
8831,8021,35632
33584,148,20530
29548,18660,36019
15142,6446,20827
33013,11828,34101
3386,4879,25296
35921,35601,26494
26505,41474,1670
12734,27973,9051
17717,13041,13025
42176,27455,7276
13640,29189,12397
18981,2518,1937
2759,16163,36179
7398,1082,6134
15840,21643,6736
2181,18333,9407
1399,22297,13570
38918,3396,13482
7899,35974,3880
19299,7761,24433
29667,22608,30630
30373,6488,13785
16079,4657,38160
42932,19270,22129
29645,18388,37790
966,35731,14903
42350,20516,4198
36121,17954,21846
22860,13602,41561
13537,13273,24962
18612,35253,30481
1438,27181,30706
2003,36901,39649
4746,12490,4449
9794,10136,27458
39062,28328,36663
26732,12487,37090
26687,28264,7915
28389,19607,30866
25328,283,35427
34504,27199,5938
6023,25703,6520
21989,17756,41992
24131,25049,11514
19968,29642,1088
42530,19068,29887
36146,42037,36346
37806,36917,28163
6935,2257,29996
1569,4307,33617
603,3157,13805
15957,3303,32287
36093,15984,17255
19336,10695,33794
38465,34622,41724
5004,8508,12534
4644,29409,833
18276,16310,28972
33612,12986,26430
41864,24541,27459
18460,37274,37688
13504,37819,7701
32867,1630,22345
4014,21481,39094
33650,10642,23066
9911,28477,16719
2936,7524,26913
32105,32604,12570
2235,5487,30896
25450,24262,37845
19495,31778,37367
8332,30857,6878
40424,26339,4622
17796,13613,29247
4729,23891,11277
19456,23542,12051
16989,42884,40246
41706,32006,20806
20679,31245,31627
19479,13354,6090
26643,26177,18842
17054,5151,4999
25051,6541,11018
20938,4694,37338
